橋梁ID,点検年1,BCI1,点検年2,BCI2,
127,2009,99.9,2011,99.6,2
127,2011,99.6,2013,99.4,2
127,2013,99.4,2015,88.1,2
127,2015,88.1,2017,87.3,2
128,2001,68.1,2003,63.7,2
128,2007,100,2009,99.9,2
128,2009,99.9,2011,96.6,2
128,2011,96.6,2013,93.8,2
128,2013,93.8,2015,86.7,2
128,2015,86.7,2017,85.9,2
129,1975,100,2001,75,26
129,2001,75,2003,74.4,2
129,2003,74.4,2005,74.4,2
129,2005,74.4,2007,74.4,2
129,2007,74.4,2009,72.5,2
129,2009,72.5,2011,70.8,2
129,2011,70.8,2013,70.5,2
129,2013,70.5,2015,70.2,2
129,2015,70.2,2017,70.2,2
130,1969,100,2001,75,32
130,2001,75,2003,71.4,2
130,2003,71.4,2005,71.4,2
130,2005,71.4,2007,71.2,2
130,2007,71.2,2009,69.9,2
130,2011,71.1,2013,70.3,2
130,2013,70.3,2015,69.5,2
130,2015,69.5,2017,69,2
131,1969,100,2001,74.9,32
131,2001,74.9,2003,74.9,2
131,2003,74.9,2005,74.9,2
131,2005,74.9,2007,74.9,2
131,2011,82.7,2013,81.5,2
131,2013,81.5,2015,78.3,2
131,2015,78.3,2017,77,2
132,1969,100,2001,75,32
132,2001,75,2003,75,2
132,2003,75,2005,75,2
132,2005,75,2007,52.1,2
132,2009,54.1,2011,54.1,2
132,2011,54.1,2013,53.2,2
132,2013,53.2,2015,52.8,2
133,1969,100,2003,75,34
133,2003,75,2005,75,2
133,2005,75,2007,72.2,2
133,2009,73.5,2011,72.6,2
133,2011,72.6,2013,71.5,2
133,2013,71.5,2015,70.9,2
134,1969,100,2001,75,32
134,2001,75,2003,74.7,2
134,2003,74.7,2005,74.4,2
134,2005,74.4,2007,71.2,2
134,2007,71.2,2009,71.2,2
134,2011,73,2013,72.1,2
134,2013,72.1,2015,71.8,2
134,2015,71.8,2017,71.6,2
135,1980,100,2001,75,21
135,2001,75,2003,75,2
135,2003,75,2005,75,2
135,2005,75,2007,71.7,2
135,2009,73.4,2011,72.9,2
135,2011,72.9,2013,72,2
135,2015,72.2,2017,71.6,2
136,1980,100,2001,75,21
136,2001,75,2003,75,2
136,2003,75,2005,75,2
136,2005,75,2007,74.1,2
136,2009,75,2011,74.7,2
136,2011,74.7,2013,74.4,2
136,2015,75,2017,74.7,2
137,1980,100,2001,75,21
137,2001,75,2003,75,2
137,2003,75,2005,75,2
137,2005,75,2007,72,2
137,2007,72,2009,72,2
137,2011,72.7,2013,72,2
137,2013,72,2015,71.4,2
137,2015,71.4,2017,71.3,2
138,1980,100,2001,75,21
138,2001,75,2003,75,2
138,2003,75,2005,75,2
138,2005,75,2007,73.1,2
138,2009,75,2011,74.9,2
138,2011,74.9,2013,74.6,2
138,2013,74.6,2015,74.3,2
138,2015,74.3,2017,74,2
139,1980,100,2001,75,21
139,2003,75.3,2005,75,2
139,2005,75,2007,71.1,2
139,2009,73.1,2011,72.8,2
139,2011,72.8,2013,72.4,2
139,2013,72.4,2015,72.1,2
139,2015,72.1,2017,72.1,2
140,1980,100,2001,75,21
140,2001,75,2003,75,2
140,2003,75,2005,75,2
140,2005,75,2007,73.2,2
140,2007,73.2,2009,69.7,2
140,2009,69.7,2011,69.7,2
140,2011,69.7,2013,68.8,2
140,2013,68.8,2015,68.8,2
140,2015,68.8,2017,68.8,2
141,1980,100,2001,75,21
141,2001,75,2003,75,2
141,2003,75,2005,75,2
141,2005,75,2007,70.2,2
141,2007,70.2,2009,70.2,2
141,2011,70.7,2013,70.2,2
141,2013,70.2,2015,70,2
142,1981,100,2001,75,20
142,2001,75,2003,75,2
142,2003,75,2005,75,2
142,2005,75,2007,67.7,2
142,2007,67.7,2009,67.7,2
142,2011,68.8,2013,68.4,2
142,2013,68.4,2015,68.1,2
143,1981,100,2001,75,20
143,2001,75,2003,75,2
143,2003,75,2005,75,2
143,2005,75,2007,70.6,2
143,2007,70.6,2009,70.6,2
143,2009,70.6,2011,70.6,2
143,2011,70.6,2013,70.3,2
143,2013,70.3,2015,69.9,2
143,2015,69.9,2017,69.8,2
144,2001,45.9,2003,45.9,2
144,2003,45.9,2005,45.9,2
144,2005,45.9,2007,35,2
144,2011,100,2013,99.9,2
144,2013,99.9,2015,98.4,2
144,2015,98.4,2017,90.6,2
145,1965,100,2001,75,36
145,2001,75,2003,74.9,2
145,2003,74.9,2005,74.9,2
145,2005,74.9,2007,70,2
145,2007,70,2009,70,2
145,2009,70,2011,68.6,2
145,2011,68.6,2013,67.5,2
145,2013,67.5,2015,67.3,2
145,2015,67.3,2017,66.9,2
146,1975,100,2001,75,26
146,2001,75,2003,74.1,2
146,2003,74.1,2005,73.6,2
146,2005,73.6,2007,68.7,2
146,2011,71.9,2013,70.9,2
146,2013,70.9,2015,69.9,2
146,2015,69.9,2017,69.8,2
147,2001,70.7,2003,70.1,2
147,2003,70.1,2005,69.8,2
147,2007,100,2009,95.8,2
147,2009,95.8,2011,94,2
147,2011,94,2013,93.5,2
147,2013,93.5,2015,89.2,2
147,2015,89.2,2017,86.2,2
148,2001,74.5,2003,74.5,2
148,2003,74.5,2005,74.3,2
148,2007,100,2009,94.8,2
148,2009,94.8,2011,93.6,2
148,2011,93.6,2013,91.6,2
148,2013,91.6,2015,86.7,2
148,2015,86.7,2017,83.6,2
149,2001,39.7,2003,39.2,2
149,2003,39.2,2005,39.2,2
149,2007,100,2009,95.5,2
149,2009,95.5,2011,93.5,2
149,2011,93.5,2013,92.2,2
149,2013,92.2,2015,87.7,2
149,2015,87.7,2017,84.7,2
150,2001,74.2,2003,73.4,2
150,2007,100,2009,98.6,2
150,2009,98.6,2011,97.8,2
150,2011,97.8,2013,97.4,2
150,2013,97.4,2015,92.5,2
150,2015,92.5,2017,89.3,2
151,1999,100,2005,100,6
151,2005,100,2007,84.6,2
151,2007,84.6,2009,79.2,2
151,2009,79.2,2011,77,2
151,2011,77,2013,76,2
151,2013,76,2015,74.2,2
151,2015,74.2,2017,71.2,2
152,1980,100,2005,75,25
152,2005,75,2007,66.1,2
152,2009,67.4,2011,67.3,2
152,2011,67.3,2013,67.1,2
152,2015,67.3,2017,66.9,2
153,1969,100,2005,75,36
153,2005,75,2007,70.8,2
153,2009,71.4,2011,70.3,2
153,2011,70.3,2013,69,2
153,2013,69,2015,68.3,2
153,2015,68.3,2017,67.7,2
154,1990,100,2001,94.9,11
154,2003,96.5,2005,74.9,2
154,2005,74.9,2007,74.8,2
154,2007,74.8,2009,74.7,2
154,2009,74.7,2011,74.1,2
154,2013,74.3,2015,73.8,2
154,2015,73.8,2017,73.8,2
155,1957,100,2010,70.9,53
155,2010,70.9,2014,65.6,4
156,1957,100,2006,61.7,49
156,2006,61.7,2010,61.1,4
157,2011,95.4,2015,92.6,4
158,1957,100,2001,63.1,44
158,2002,63.4,2004,62.6,2
158,2006,69.1,2008,69.1,2
158,2008,69.1,2010,68.8,2
158,2010,68.8,2012,68.4,2
158,2012,68.4,2014,67.8,2
158,2014,67.8,2016,67.5,2
159,1957,100,2001,64,44
159,2002,64.6,2004,63.5,2
159,2006,68.5,2008,68.5,2
159,2008,68.5,2010,67.9,2
159,2010,67.9,2012,67.7,2
159,2012,67.7,2014,67.1,2
159,2014,67.1,2016,67,2
160,2009,100,2010,100,1
160,2010,100,2012,99.8,2
160,2012,99.8,2014,99.6,2
160,2014,99.6,2016,99.5,2
161,1976,100,2001,67.7,25
161,2001,67.7,2004,65,3
161,2008,69.3,2010,67.9,2
161,2010,67.9,2012,65.2,2
161,2012,65.2,2014,65.1,2
161,2014,65.1,2016,64.6,2
162,1984,100,2004,75,20
162,2004,75,2006,74.6,2
162,2006,74.6,2008,74.5,2
162,2008,74.5,2009,74.5,1
162,2009,74.5,2011,73.9,2
162,2011,73.9,2013,73.7,2
162,2013,73.7,2015,73.7,2
162,2015,73.7,2017,73.4,2
163,1984,100,2001,74.2,17
163,2001,74.2,2002,74.2,1
163,2002,74.2,2004,74.1,2
163,2006,74.7,2008,74,2
163,2008,74,2009,73.7,1
163,2011,73.9,2013,73.7,2
163,2013,73.7,2015,73.7,2
163,2015,73.7,2017,73.2,2
164,1982,100,2001,74.4,19
164,2001,74.4,2002,71.5,1
164,2006,74.2,2008,74,2
164,2008,74,2009,74,1
164,2009,74,2011,73.9,2
164,2011,73.9,2013,73.7,2
164,2013,73.7,2015,73.7,2
164,2015,73.7,2017,73.5,2
165,1981,100,2002,75,21
165,2002,75,2004,64.9,2
165,2004,64.9,2006,62.2,2
165,2009,74.4,2011,74.1,2
165,2013,74.2,2015,73.9,2
165,2015,73.9,2017,73.4,2
166,1979,100,2002,75,23
166,2002,75,2004,75,2
166,2004,75,2006,75,2
166,2006,75,2008,73.7,2
166,2009,74.1,2011,73.3,2
166,2013,73.8,2015,73.7,2
166,2015,73.7,2017,73.1,2
167,1981,100,2001,73.5,20
167,2001,73.5,2002,72.3,1
167,2002,72.3,2004,72,2
167,2004,72,2006,71.9,2
167,2006,71.9,2008,71.2,2
167,2009,73,2011,72.1,2
167,2011,72.1,2013,72.1,2
167,2013,72.1,2015,71.3,2
167,2015,71.3,2017,70.3,2
168,1968,100,2001,74.9,33
168,2001,74.9,2002,71.5,1
168,2002,71.5,2004,71.4,2
168,2004,71.4,2006,71,2
168,2006,71,2008,70.7,2
168,2009,72.5,2011,71.9,2
168,2011,71.9,2013,71.4,2
168,2013,71.4,2015,71.3,2
168,2015,71.3,2017,71,2
169,1976,100,2001,74.6,25
169,2001,74.6,2002,71.4,1
169,2002,71.4,2004,71.2,2
169,2004,71.2,2006,71,2
169,2006,71,2008,71,2
169,2009,73.9,2011,73.3,2
169,2011,73.3,2013,72.8,2
169,2015,73.6,2017,72.9,2
170,1980,100,2001,100,21
170,2001,100,2002,75,1
170,2002,75,2004,75,2
170,2004,75,2006,73.3,2
170,2006,73.3,2008,72.9,2
170,2008,72.9,2009,72.9,1
170,2009,72.9,2011,70.6,2
170,2011,70.6,2013,69.4,2
170,2013,69.4,2015,65.2,2
170,2015,65.2,2017,64.3,2
171,1979,100,2001,74.3,22
171,2001,74.3,2002,57.5,1
171,2002,57.5,2004,56.9,2
171,2004,56.9,2006,52.9,2
171,2006,52.9,2008,51.5,2
171,2009,72.3,2011,66.8,2
171,2011,66.8,2013,64.2,2
171,2013,64.2,2015,63.6,2
171,2015,63.6,2017,63,2
172,1957,100,2001,75,44
172,2001,75,2003,73.5,2
172,2003,73.5,2005,73.5,2
172,2005,73.5,2006,73.4,1
172,2008,73.7,2010,71.7,2
172,2010,71.7,2012,71.5,2
172,2014,72.2,2016,71.9,2
173,1983,100,2010,73.2,27
173,2012,73.6,2014,73.6,2
173,2014,73.6,2016,73.5,2
174,1983,100,2010,73,27
174,2012,74.1,2014,74,2
174,2014,74,2016,73.6,2
175,1936,100,2001,99.8,65
175,2001,99.8,2003,73.4,2
175,2005,74.2,2007,57.7,2
175,2007,57.7,2008,57.7,1
175,2010,71.2,2012,70.8,2
175,2012,70.8,2014,70.7,2
175,2014,70.7,2016,70.5,2
176,2009,100,2010,99.1,1
176,2012,99.2,2014,99.1,2
176,2014,99.1,2016,96.5,2
177,1961,100,2010,74.9,49
177,2012,75.4,2014,75.4,2
177,2014,75.4,2016,75.2,2
178,1962,100,2001,75,39
178,2001,75,2002,75,1
178,2002,75,2004,75,2
178,2004,75,2007,75,3
178,2007,75,2008,74.7,1
178,2008,74.7,2009,74.7,1
178,2009,74.7,2010,71.5,1
178,2012,72.3,2014,72.1,2
178,2014,72.1,2016,72,2
179,1984,100,2010,73.8,26
179,2012,73.9,2014,73.9,2
179,2014,73.9,2016,73.7,2
180,1985,100,2001,99.7,16
180,2001,99.7,2003,92.7,2
180,2003,92.7,2006,85,3
180,2008,93,2010,92.7,2
180,2010,92.7,2012,91.1,2
180,2012,91.1,2014,90.8,2
180,2014,90.8,2016,88.6,2
181,1993,100,2001,96.1,8
181,2001,96.1,2003,96.1,2
181,2003,96.1,2005,96.1,2
181,2005,96.1,2007,89.2,2
181,2007,89.2,2008,81,1
181,2008,81,2010,75.2,2
181,2010,75.2,2012,74.9,2
181,2012,74.9,2014,74.8,2
181,2014,74.8,2016,74.7,2
182,1964,100,2007,76.8,43
182,2007,76.8,2009,74.2,2
182,2009,74.2,2011,73.7,2
182,2011,73.7,2013,73.6,2
182,2013,73.6,2015,72.9,2
182,2015,72.9,2017,72.9,2
183,1970,100,2007,79.8,37
183,2007,79.8,2009,73.6,2
183,2011,73.9,2013,73.7,2
183,2013,73.7,2015,73.4,2
183,2015,73.4,2017,73.3,2
184,1970,100,2007,75.2,37
184,2007,75.2,2009,73.5,2
184,2013,75,2015,72.1,2
184,2015,72.1,2017,72.1,2
185,1970,100,2007,76.2,37
185,2007,76.2,2009,73.2,2
185,2011,75.3,2013,75.2,2
185,2013,75.2,2015,71.9,2
185,2015,71.9,2017,71.8,2
186,1970,100,2007,77.2,37
186,2007,77.2,2009,73.5,2
186,2011,75.4,2013,75.3,2
186,2013,75.3,2015,74,2
186,2015,74,2017,73.6,2
187,1970,100,2007,75.6,37
187,2007,75.6,2009,73.1,2
187,2013,74.1,2015,72.4,2
187,2015,72.4,2017,72.4,2
188,1969,100,2007,78,38
188,2007,78,2009,74.4,2
188,2011,76.2,2013,74.7,2
188,2013,74.7,2015,70.3,2
188,2015,70.3,2017,69.8,2
189,1969,100,2007,73.4,38
189,2011,79.2,2013,78.8,2
189,2013,78.8,2015,75.1,2
189,2015,75.1,2017,73.4,2
190,1991,100,2007,75,16
190,2007,75,2009,74.9,2
190,2009,74.9,2011,74.9,2
190,2011,74.9,2013,74.9,2
190,2013,74.9,2015,74.7,2
190,2015,74.7,2017,74.6,2
191,1994,100,2007,75.1,13
191,2007,75.1,2009,72.1,2
191,2011,72.2,2013,72.1,2
191,2013,72.1,2015,71,2
192,1996,100,2009,84.5,13
192,2009,84.5,2011,75.4,2
192,2011,75.4,2013,75.3,2
192,2013,75.3,2015,73.8,2
193,2003,100,2006,99.8,3
193,2006,99.8,2008,92.8,2
193,2008,92.8,2010,84.6,2
193,2010,84.6,2012,84.3,2
193,2012,84.3,2014,84,2
193,2014,84,2016,83.7,2
194,2012,100,2014,96.7,2
194,2014,96.7,2016,94.3,2
195,2012,100,2014,97.1,2
195,2014,97.1,2016,94.4,2
196,1996,100,2007,75.9,11
196,2007,75.9,2009,74.5,2
196,2009,74.5,2011,74.2,2
196,2011,74.2,2013,74.1,2
196,2013,74.1,2015,73.6,2
196,2015,73.6,2017,73.3,2
197,1998,100,2007,94,9
197,2007,94,2011,90.8,4
197,2011,90.8,2013,90.7,2
197,2013,90.7,2015,88.4,2
197,2015,88.4,2017,86.6,2
198,1952,100,2000,64.4,48
198,2000,64.4,2002,64.4,2
198,2004,75,2006,75,2
198,2006,75,2008,73.2,2
198,2008,73.2,2010,71.5,2
198,2010,71.5,2012,70.7,2
198,2014,72.6,2016,72.6,2
199,1951,100,2000,75,49
199,2000,75,2004,71.5,4
199,2004,71.5,2006,71.5,2
199,2006,71.5,2008,69.7,2
199,2008,69.7,2010,68.6,2
199,2010,68.6,2012,66.6,2
199,2014,69,2016,68.2,2
200,1968,100,2000,75.1,32
200,2000,75.1,2004,75,4
200,2004,75,2006,75,2
200,2006,75,2008,74,2
200,2008,74,2010,73.6,2
200,2010,73.6,2012,73,2
201,1951,100,2004,68.3,53
201,2004,68.3,2005,67.7,1
201,2005,67.7,2007,64.1,2
201,2007,64.1,2009,64.1,2
201,2013,68.9,2015,68.4,2
202,1964,100,2005,68.5,41
202,2005,68.5,2007,63.9,2
202,2007,63.9,2009,62.6,2
202,2013,65,2015,64.6,2
202,2015,64.6,2017,64.6,2
203,1956,100,2006,68.2,50
203,2010,71,2014,70.5,4
203,2014,70.5,2015,70.5,1
204,1961,100,2005,71.6,44
204,2005,71.6,2007,71.5,2
204,2007,71.5,2009,71.4,2
204,2011,72.5,2013,72.5,2
204,2013,72.5,2015,71.9,2
204,2015,71.9,2017,71.9,2
205,1961,100,2005,75,44
205,2005,75,2007,73.6,2
205,2007,73.6,2009,73.4,2
205,2009,73.4,2011,72.8,2
205,2011,72.8,2013,72.4,2
205,2013,72.4,2015,72.3,2
206,1964,100,2003,73.5,39
206,2003,73.5,2005,73.5,2
206,2005,73.5,2007,73.4,2
206,2007,73.4,2009,73,2
206,2011,73.1,2013,72.9,2
206,2013,72.9,2015,72.9,2
207,1964,100,2001,73.1,37
207,2001,73.1,2003,68.8,2
207,2003,68.8,2005,67.5,2
207,2005,67.5,2007,67.5,2
207,2007,67.5,2009,66.2,2
207,2009,66.2,2011,66.2,2
207,2013,66.4,2017,64,4
208,1965,100,2001,71.9,36
208,2005,75,2007,75,2
208,2007,75,2009,72.5,2
208,2013,73.3,2015,73.3,2
208,2015,73.3,2017,73.3,2
209,1949,100,2001,73.4,52
209,2001,73.4,2003,71.8,2
209,2003,71.8,2005,71.5,2
209,2007,73.5,2009,73.5,2
209,2009,73.5,2011,73.3,2
209,2011,73.3,2013,73.2,2
209,2013,73.2,2015,72.7,2
209,2015,72.7,2017,72.5,2
210,1949,100,2001,75,52
210,2001,75,2003,75,2
210,2003,75,2005,74.4,2
210,2005,74.4,2007,74,2
210,2007,74,2009,74,2
210,2009,74,2011,73.8,2
210,2011,73.8,2013,73.2,2
210,2013,73.2,2015,72.9,2
210,2015,72.9,2017,72.9,2
211,2004,100,2008,75,4
211,2008,75,2012,75,4
211,2012,75,2016,74.1,4
212,1930,100,2008,59.9,78
212,2008,59.9,2010,58.2,2
212,2010,58.2,2012,56.2,2
213,1988,100,2006,54.5,18
213,2010,57.2,2014,49.9,4
214,1988,100,2008,75,20
214,2008,75,2012,75,4
214,2012,75,2016,72.8,4
215,1959,100,2006,74,47
215,2006,74,2008,73,2
215,2010,73.2,2012,72.5,2
215,2012,72.5,2014,72.2,2
216,1959,100,2001,74.9,42
216,2001,74.9,2002,74.9,1
216,2002,74.9,2004,74.3,2
216,2006,74.4,2008,73.5,2
216,2008,73.5,2010,73.5,2
216,2010,73.5,2012,72.1,2
216,2012,72.1,2014,71.8,2
216,2014,71.8,2016,71.6,2
217,1964,100,2001,74.8,37
217,2001,74.8,2002,74.6,1
217,2002,74.6,2004,74.6,2
217,2004,74.6,2006,72.9,2
217,2006,72.9,2008,71.7,2
217,2010,73.6,2012,71.2,2
217,2014,72.6,2016,72.4,2
218,1993,100,2001,73.9,8
218,2001,73.9,2002,47,1
218,2004,73.9,2006,72.7,2
218,2006,72.7,2008,72.7,2
218,2008,72.7,2010,71.5,2
218,2012,73.3,2014,72.9,2
218,2014,72.9,2016,72.6,2
219,1993,100,2001,100,8
219,2001,100,2002,75,1
219,2002,75,2004,74,2
219,2004,74,2006,73,2
219,2006,73,2008,72.6,2
219,2008,72.6,2010,72.1,2
220,2001,73.7,2002,73.7,1
220,2002,73.7,2004,65,2
220,2006,67.8,2008,58.9,2
220,2010,93.2,2012,89.9,2
220,2012,89.9,2014,87.1,2
220,2014,87.1,2016,84.9,2
221,1993,100,2001,73.4,8
221,2001,73.4,2002,40,1
221,2006,74.9,2008,74.5,2
221,2008,74.5,2010,70.9,2
221,2012,71.3,2014,70.8,2
222,1993,100,2001,73.8,8
222,2001,73.8,2004,47.8,3
222,2006,71.3,2008,70.5,2
222,2008,70.5,2010,69.5,2
222,2012,72.2,2014,72,2
222,2014,72,2016,71.8,2
223,1959,100,2001,74.9,42
223,2001,74.9,2002,74.9,1
223,2002,74.9,2004,74.9,2
223,2004,74.9,2006,74.9,2
223,2006,74.9,2008,72.8,2
223,2010,74.2,2012,70.8,2
224,1993,100,2001,75,8
224,2001,75,2002,75,1
224,2002,75,2004,75,2
224,2004,75,2006,75,2
224,2006,75,2008,75,2
224,2008,75,2010,75,2
224,2010,75,2012,74.5,2
224,2012,74.5,2014,73.7,2
224,2014,73.7,2016,73.4,2
225,1993,100,2001,74.9,8
225,2001,74.9,2002,74.6,1
225,2002,74.6,2004,73.6,2
225,2004,73.6,2006,72.1,2
225,2006,72.1,2008,69.9,2
225,2008,69.9,2010,69.8,2
225,2010,69.8,2012,69.1,2
225,2014,70.7,2016,70.7,2
226,1993,100,2001,75,8
226,2001,75,2002,75,1
226,2002,75,2004,75,2
226,2004,75,2006,73.9,2
226,2008,74.4,2010,73.9,2
226,2010,73.9,2012,71,2
226,2012,71,2014,70.7,2
227,1993,100,2001,75,8
227,2001,75,2002,75,1
227,2002,75,2004,75,2
227,2004,75,2006,74.9,2
227,2006,74.9,2008,74.9,2
227,2008,74.9,2010,74.9,2
227,2010,74.9,2012,74.2,2
227,2012,74.2,2014,73.9,2
227,2014,73.9,2016,73.9,2
228,1993,100,2001,99.4,8
228,2001,99.4,2002,74.7,1
228,2002,74.7,2004,74.1,2
228,2004,74.1,2006,73.4,2
228,2006,73.4,2008,73.4,2
228,2008,73.4,2010,71.2,2
228,2010,71.2,2012,70.9,2
229,1993,100,2001,72.5,8
229,2002,75,2004,74.1,2
229,2004,74.1,2006,73.4,2
229,2006,73.4,2008,73.4,2
229,2008,73.4,2010,73.3,2
229,2010,73.3,2012,70.7,2
229,2014,71,2016,70.8,2
230,1993,100,2001,74.2,8
230,2001,74.2,2002,74.2,1
230,2002,74.2,2004,74,2
230,2006,74.3,2008,73.9,2
230,2008,73.9,2010,73.5,2
230,2010,73.5,2012,71.9,2
230,2014,78.2,2016,76.8,2
231,1993,100,2001,73.4,8
231,2001,73.4,2002,73.4,1
231,2002,73.4,2004,72.7,2
231,2004,72.7,2006,71.8,2
231,2006,71.8,2008,71.8,2
231,2008,71.8,2010,62.9,2
231,2010,62.9,2012,62.2,2
231,2012,62.2,2014,61.8,2
231,2014,61.8,2016,61.2,2
232,1993,100,2001,73.5,8
232,2001,73.5,2002,73.5,1
232,2002,73.5,2004,73.5,2
232,2004,73.5,2006,72.1,2
232,2006,72.1,2008,70.7,2
232,2008,70.7,2010,66.6,2
232,2010,66.6,2012,65.6,2
232,2012,65.6,2014,64.8,2
232,2014,64.8,2016,62.3,2
233,1993,100,2001,75,8
233,2001,75,2002,75,1
233,2002,75,2004,75,2
233,2004,75,2006,74,2
233,2006,74,2008,73.8,2
233,2008,73.8,2010,72.8,2
233,2010,72.8,2012,71.9,2
233,2014,72.1,2016,71.1,2
234,1961,100,2001,72.9,40
234,2001,72.9,2002,69.8,1
234,2004,69.9,2006,68.7,2
234,2006,68.7,2008,68.5,2
234,2008,68.5,2010,67.9,2
234,2012,69.2,2014,67.9,2
234,2014,67.9,2016,67.5,2
235,1961,100,2001,71.6,40
235,2001,71.6,2002,60.9,1
235,2002,60.9,2004,60.8,2
235,2006,66.2,2008,65.8,2
235,2008,65.8,2010,65.7,2
235,2012,66.3,2014,66.2,2
235,2014,66.2,2016,64.5,2
236,2002,73,2004,65.1,2
236,2004,65.1,2006,62.6,2
236,2006,62.6,2008,60.4,2
236,2012,63.9,2014,63.1,2
236,2014,63.1,2016,63,2
237,1969,100,2001,66.7,32
237,2001,66.7,2002,55.7,1
237,2006,63.5,2008,61,2
237,2008,61,2010,60.9,2
237,2012,76.8,2014,76.5,2
237,2014,76.5,2016,74.6,2
238,1965,100,2001,64.1,36
238,2002,66.6,2004,66.6,2
238,2006,80,2008,78,2
238,2008,78,2010,77.8,2
238,2012,80.8,2014,78.6,2
238,2014,78.6,2016,78,2
239,1976,100,2001,75,25
239,2001,75,2004,75,3
239,2004,75,2006,75,2
239,2006,75,2008,73,2
239,2008,73,2010,70.7,2
239,2010,70.7,2012,69.8,2
239,2012,69.8,2014,69.8,2
239,2014,69.8,2016,69.8,2
240,1960,100,2001,74.8,41
240,2001,74.8,2004,73.4,3
240,2004,73.4,2006,73.4,2
240,2006,73.4,2008,70.6,2
240,2008,70.6,2010,67.1,2
240,2010,67.1,2012,66.2,2
240,2012,66.2,2014,65.3,2
241,1961,100,2001,74.4,40
241,2001,74.4,2002,74.4,1
241,2002,74.4,2004,71.1,2
241,2004,71.1,2006,70.2,2
241,2006,70.2,2008,69.7,2
241,2008,69.7,2010,67.6,2
241,2010,67.6,2012,67.5,2
241,2012,67.5,2014,67.3,2
241,2014,67.3,2016,66.8,2
242,1961,100,2001,74.2,40
242,2002,74.7,2004,72.8,2
242,2004,72.8,2006,72,2
242,2006,72,2008,62.8,2
242,2008,62.8,2010,61.9,2
242,2010,61.9,2012,60.8,2
242,2012,60.8,2014,60.4,2
242,2014,60.4,2016,60.2,2
243,1961,100,2001,74.6,40
243,2001,74.6,2002,74.4,1
243,2002,74.4,2004,72.5,2
243,2004,72.5,2006,69.5,2
243,2006,69.5,2008,68.5,2
243,2008,68.5,2010,67,2
243,2010,67,2012,66,2
243,2012,66,2014,65.4,2
243,2014,65.4,2016,65,2
244,1961,100,2001,74.4,40
244,2001,74.4,2002,74.4,1
244,2002,74.4,2004,73.1,2
244,2004,73.1,2006,71.1,2
244,2006,71.1,2008,70.1,2
244,2008,70.1,2010,67.5,2
244,2010,67.5,2012,66.4,2
244,2012,66.4,2014,66.1,2
244,2014,66.1,2016,65.7,2
245,1961,100,2001,74.9,40
245,2001,74.9,2002,74.8,1
245,2002,74.8,2004,68.9,2
245,2006,71.6,2008,70.9,2
245,2008,70.9,2010,69.8,2
245,2010,69.8,2012,69.3,2
245,2012,69.3,2014,69.1,2
245,2014,69.1,2016,68.9,2
246,1961,100,2001,74.9,40
246,2001,74.9,2002,74.9,1
246,2002,74.9,2004,70.8,2
246,2004,70.8,2006,70,2
246,2006,70,2008,69.9,2
246,2008,69.9,2010,68.6,2
246,2010,68.6,2012,68.6,2
246,2012,68.6,2014,68,2
246,2014,68,2016,67.7,2
247,1961,100,2001,74.9,40
247,2001,74.9,2002,74.9,1
247,2002,74.9,2004,73.9,2
247,2004,73.9,2006,73.1,2
247,2006,73.1,2008,72.6,2
247,2008,72.6,2010,70.9,2
247,2010,70.9,2012,70.9,2
247,2012,70.9,2014,70.6,2
247,2014,70.6,2016,70.2,2
248,1961,100,2001,74.9,40
248,2001,74.9,2002,74.9,1
248,2002,74.9,2004,73.1,2
248,2004,73.1,2006,71.7,2
248,2006,71.7,2008,71.1,2
248,2008,71.1,2010,67.9,2
248,2010,67.9,2012,67.1,2
248,2012,67.1,2014,66.8,2
248,2014,66.8,2016,66.3,2
249,1961,100,2001,74.7,40
249,2001,74.7,2002,74.7,1
249,2002,74.7,2004,72.2,2
249,2004,72.2,2006,71.7,2
249,2006,71.7,2008,71.1,2
249,2008,71.1,2010,69.3,2
249,2010,69.3,2012,69,2
249,2012,69,2014,67.6,2
249,2014,67.6,2016,67.2,2
250,1961,100,2001,74.9,40
250,2001,74.9,2002,74.9,1
250,2002,74.9,2004,74.5,2
250,2004,74.5,2006,72.8,2
250,2006,72.8,2008,72.6,2
250,2008,72.6,2010,71.6,2
250,2010,71.6,2012,71.5,2
250,2012,71.5,2014,71.2,2
250,2014,71.2,2016,70.8,2
251,1962,100,2001,74.9,39
251,2001,74.9,2002,74.9,1
251,2002,74.9,2004,73.5,2
251,2006,74.1,2008,73.9,2
251,2008,73.9,2010,73.1,2
251,2010,73.1,2012,73.1,2
251,2012,73.1,2014,72.5,2
251,2014,72.5,2016,72.4,2
252,1962,100,2001,74.8,39
252,2001,74.8,2002,74.8,1
252,2002,74.8,2004,70,2
252,2006,72.6,2008,72.2,2
252,2008,72.2,2010,71.6,2
252,2010,71.6,2012,71.6,2
252,2012,71.6,2014,71.3,2
252,2014,71.3,2016,70.5,2
253,1962,100,2001,74.5,39
253,2001,74.5,2002,74.5,1
253,2002,74.5,2004,71.7,2
253,2004,71.7,2006,70.4,2
253,2010,72.7,2012,72.4,2
253,2012,72.4,2014,71.9,2
253,2014,71.9,2016,71.3,2
254,1962,100,2001,74.7,39
254,2002,74.9,2004,72.3,2
254,2006,72.6,2008,72.3,2
