橋梁ID,点検年1,BCI1,点検年2,BCI2,
834,2015,73.3,2017,72,2
835,2004,75,2006,33.1,2
835,2007,99.9,2009,99.9,2
835,2009,99.9,2013,99.8,4
835,2013,99.8,2017,88,4
836,2009,96.6,2011,96.5,2
837,1973,100,2002,40.8,29
837,2004,70.1,2006,58.7,2
837,2006,58.7,2007,51.8,1
838,2010,77.7,2011,77.6,1
839,2006,100,2007,100,1
839,2007,100,2009,99.8,2
839,2011,100,2015,98.4,4
840,1967,100,2004,61,37
840,2006,75,2007,72.9,1
840,2007,72.9,2009,38.5,2
840,2013,66.8,2015,66.1,2
840,2015,66.1,2017,65.8,2
841,1965,100,2000,68.1,35
841,2000,68.1,2004,64.9,4
841,2006,72.9,2007,72.6,1
841,2009,72.8,2011,71.2,2
841,2011,71.2,2013,71.1,2
841,2013,71.1,2015,70.9,2
841,2015,70.9,2017,70.8,2
842,2004,57.9,2006,43.6,2
842,2006,43.6,2007,23,1
842,2009,37.8,2011,35.5,2
842,2011,35.5,2013,35.5,2
843,2006,77.5,2007,50.2,1
843,2007,50.2,2009,48.3,2
843,2009,48.3,2011,44.7,2
843,2011,44.7,2013,44.7,2
844,1977,100,2000,69.9,23
844,2011,72.1,2013,71.7,2
844,2013,71.7,2015,71.1,2
844,2015,71.1,2017,70,2
845,1963,100,2002,56.4,39
845,2009,73.7,2013,73.7,4
845,2013,73.7,2015,73.3,2
845,2015,73.3,2017,73.2,2
846,2001,100,2004,72.6,3
846,2006,99.3,2007,98.9,1
846,2007,98.9,2009,97.1,2
846,2009,97.1,2011,97,2
846,2011,97,2013,96.4,2
846,2013,96.4,2015,93.6,2
846,2015,93.6,2017,81.8,2
847,1978,100,2004,61,26
847,2006,87.5,2007,70,1
847,2007,70,2009,69,2
847,2011,70.4,2013,69.8,2
847,2013,69.8,2015,69.3,2
847,2015,69.3,2017,69.1,2
848,2000,100,2004,75,4
848,2007,99,2009,99,2
848,2009,99,2011,98.3,2
849,1982,100,2000,63,18
849,2006,78.3,2007,77.8,1
849,2007,77.8,2009,70.7,2
849,2009,70.7,2011,70.2,2
849,2011,70.2,2013,69.2,2
849,2013,69.2,2015,67.6,2
849,2015,67.6,2017,66.8,2
850,1965,100,2000,62.1,35
850,2006,70.1,2007,69.9,1
850,2013,71.3,2015,71.2,2
850,2015,71.2,2017,71,2
851,2004,71.3,2006,64.2,2
851,2007,64.3,2009,61.3,2
851,2011,62.9,2013,62.9,2
851,2015,99.4,2017,94.9,2
852,1988,100,2000,74.4,12
852,2007,92.3,2009,90.9,2
852,2009,90.9,2011,80.3,2
852,2011,80.3,2013,76,2
852,2013,76,2015,76,2
852,2015,76,2017,74.6,2
853,1988,100,2000,68.6,12
853,2006,91,2007,90.4,1
853,2007,90.4,2009,90,2
853,2009,90,2011,85.3,2
853,2011,85.3,2013,73.2,2
853,2015,74.4,2017,73.9,2
854,1988,100,2004,59.9,16
854,2006,74.6,2007,70,1
854,2007,70,2009,68.3,2
854,2009,68.3,2011,68.2,2
854,2011,68.2,2013,68,2
854,2013,68,2015,64.3,2
854,2015,64.3,2017,64,2
855,1993,100,2000,73.9,7
855,2000,73.9,2004,64.6,4
855,2007,72.3,2009,72.3,2
855,2011,72.7,2013,72.4,2
855,2013,72.4,2015,71,2
856,1991,100,2000,74.9,9
856,2000,74.9,2004,70.5,4
856,2007,90.7,2009,87.7,2
856,2009,87.7,2011,87.6,2
856,2011,87.6,2013,86,2
856,2013,86,2015,84.9,2
856,2015,84.9,2017,84.8,2
857,1974,100,2004,56.9,30
857,2006,66.6,2007,65.1,1
857,2009,70,2011,69.2,2
857,2013,70.1,2015,63.3,2
858,2004,69.1,2006,6.9,2
858,2006,6.9,2007,6.8,1
858,2013,99.7,2015,98.7,2
859,1976,100,2004,61.7,28
859,2006,75,2007,68.9,1
859,2013,72.4,2015,67.9,2
859,2015,67.9,2017,58,2
860,1983,100,2004,53,21
860,2006,74.2,2007,63.5,1
860,2009,65.2,2011,65.2,2
860,2011,65.2,2013,63.1,2
860,2013,63.1,2015,51.3,2
860,2015,51.3,2017,51.1,2
861,1985,100,2000,73.9,15
861,2000,73.9,2004,65,4
861,2006,76.4,2007,72.7,1
861,2007,72.7,2009,70.7,2
861,2013,72.3,2015,72.2,2
861,2015,72.2,2017,70.4,2
862,1987,100,2004,63,17
862,2006,74.6,2007,72.6,1
862,2009,73.3,2013,72,4
862,2013,72,2015,72,2
862,2015,72,2017,71.8,2
863,1959,100,2004,51.3,45
863,2006,63.1,2007,62.7,1
863,2009,67.1,2011,66.1,2
863,2011,66.1,2013,65.6,2
863,2013,65.6,2015,63.2,2
863,2015,63.2,2017,62.3,2
864,1959,100,2004,66,45
864,2007,70,2009,70,2
864,2011,70.3,2013,69.9,2
864,2013,69.9,2015,69.5,2
864,2015,69.5,2017,69,2
865,2006,68.1,2007,68,1
865,2011,98.5,2013,93.6,2
865,2013,93.6,2015,87.3,2
865,2015,87.3,2017,83.7,2
866,1990,100,2003,74.3,13
866,2003,74.3,2004,74,1
866,2006,76.7,2008,76.1,2
866,2010,88.3,2012,83.6,2
866,2012,83.6,2014,77.4,2
866,2014,77.4,2016,74.5,2
867,1973,100,2003,51.9,30
867,2008,65.1,2010,63.9,2
867,2012,64.5,2014,63.9,2
868,1973,100,2003,54.5,30
868,2008,73.4,2010,73.4,2
868,2010,73.4,2012,72.7,2
868,2012,72.7,2014,72.7,2
868,2014,72.7,2016,72.4,2
869,1970,100,2003,72.7,33
869,2003,72.7,2004,70.1,1
869,2006,75.4,2008,73.3,2
869,2012,74.1,2014,74,2
869,2014,74,2016,73.3,2
870,2008,74.5,2010,74.1,2
870,2012,74.3,2014,74,2
871,1974,100,2003,71.5,29
871,2008,74.7,2010,73.9,2
871,2010,73.9,2012,73.9,2
871,2012,73.9,2014,69.7,2
871,2014,69.7,2016,69.5,2
872,1956,100,2002,50.7,46
872,2002,50.7,2004,50.6,2
872,2006,71.7,2007,71.1,1
872,2007,71.1,2009,71.1,2
872,2009,71.1,2013,71.1,4
872,2013,71.1,2015,70.7,2
872,2015,70.7,2017,70,2
873,1992,100,2000,73.5,8
873,2000,73.5,2004,72.3,4
873,2007,83.4,2009,82.5,2
873,2009,82.5,2011,80.1,2
873,2011,80.1,2013,80,2
873,2013,80,2015,77.9,2
873,2015,77.9,2017,73.6,2
874,1990,100,2000,74.1,10
874,2000,74.1,2004,73.5,4
874,2006,83.6,2007,83.2,1
874,2007,83.2,2009,83.2,2
874,2009,83.2,2011,80.8,2
874,2011,80.8,2013,78,2
874,2013,78,2015,76.1,2
874,2015,76.1,2017,73.5,2
875,1970,100,2000,70.7,30
875,2000,70.7,2004,65.7,4
875,2006,80.2,2007,74.3,1
875,2007,74.3,2009,71.9,2
875,2009,71.9,2011,70.8,2
875,2011,70.8,2013,70.7,2
875,2013,70.7,2015,70.3,2
875,2015,70.3,2017,70,2
876,1979,100,2003,73.3,24
876,2006,74.6,2008,74.3,2
876,2008,74.3,2010,73.8,2
876,2010,73.8,2012,73.5,2
876,2014,73.8,2016,73.8,2
877,1979,100,2003,40.1,24
877,2008,65.1,2010,64.2,2
877,2014,66.2,2016,65.6,2
878,1958,100,2002,50.4,44
878,2006,70.7,2007,69.6,1
878,2009,71.2,2013,70.9,4
878,2013,70.9,2015,70.2,2
878,2015,70.2,2017,69.8,2
879,1992,100,2000,73.6,8
879,2006,83.6,2007,78.9,1
879,2007,78.9,2009,75.1,2
879,2009,75.1,2011,74.5,2
879,2011,74.5,2013,74.2,2
879,2013,74.2,2015,74.2,2
879,2015,74.2,2017,74.1,2
880,1972,100,2000,69.6,28
880,2000,69.6,2004,69.3,4
880,2006,74,2007,73.4,1
880,2009,73.8,2011,73.1,2
880,2011,73.1,2013,73.1,2
880,2013,73.1,2015,72.8,2
880,2015,72.8,2017,72.8,2
881,1972,100,2000,70.2,28
881,2006,74.3,2007,73.8,1
881,2009,74,2011,71,2
881,2011,71,2013,71,2
881,2015,72.1,2017,71.2,2
882,1971,100,2000,70.5,29
882,2006,85.2,2007,81.8,1
882,2007,81.8,2009,74.4,2
882,2009,74.4,2011,72.6,2
882,2011,72.6,2013,72.6,2
882,2013,72.6,2015,72.4,2
882,2015,72.4,2017,71.9,2
883,1981,100,2000,70.8,19
883,2000,70.8,2004,69.4,4
883,2004,69.4,2006,68.6,2
883,2009,71.8,2011,71.5,2
883,2011,71.5,2013,71.2,2
883,2013,71.2,2015,70.4,2
884,2006,74.3,2007,73.3,1
884,2011,99.8,2013,97.8,2
884,2013,97.8,2015,93.5,2
884,2015,93.5,2017,87.8,2
885,2011,99.7,2013,97.4,2
885,2013,97.4,2015,92.8,2
885,2015,92.8,2017,86.9,2
886,2006,72,2007,65.9,1
886,2011,100,2013,95.1,2
886,2013,95.1,2015,92.1,2
886,2015,92.1,2017,87.9,2
887,1973,100,2003,60.6,30
887,2003,60.6,2004,58.9,1
887,2006,68.3,2008,63.6,2
887,2008,63.6,2010,63,2
887,2010,63,2012,61.6,2
887,2014,62.3,2016,61.9,2
888,1937,100,2000,58.4,63
888,2006,69,2007,66.9,1
888,2009,68.7,2011,66.1,2
888,2011,66.1,2013,66.1,2
888,2013,66.1,2015,65.8,2
888,2015,65.8,2017,65.4,2
889,1970,100,2000,71.8,30
889,2000,71.8,2004,65.8,4
889,2006,75,2007,74.9,1
889,2007,74.9,2009,74.9,2
889,2009,74.9,2011,74.8,2
889,2011,74.8,2013,74.8,2
889,2013,74.8,2015,74.7,2
889,2015,74.7,2017,74.6,2
890,1985,100,2000,73.6,15
890,2000,73.6,2004,71.3,4
890,2006,90.1,2007,88.7,1
890,2009,90.5,2011,88.1,2
890,2011,88.1,2013,86.8,2
890,2013,86.8,2015,82,2
890,2015,82,2017,77.2,2
891,1967,100,2004,70.8,37
891,2004,70.8,2006,62.9,2
891,2006,62.9,2007,62,1
891,2007,62,2009,61.4,2
891,2011,62.6,2013,62.1,2
891,2013,62.1,2015,60.8,2
891,2015,60.8,2017,60.3,2
892,1973,100,2003,57.8,30
892,2003,57.8,2004,52.6,1
892,2008,64.8,2010,64.6,2
892,2012,65.9,2014,62.3,2
892,2014,62.3,2016,62.2,2
893,1995,100,2000,72.9,5
893,2007,96.6,2009,96.4,2
893,2009,96.4,2011,92.6,2
893,2011,92.6,2013,84.7,2
893,2013,84.7,2015,84.5,2
893,2015,84.5,2017,76.5,2
894,2004,29.8,2006,3.7,2
894,2006,3.7,2007,3.4,1
894,2009,99.7,2013,98.9,4
894,2013,98.9,2017,89.8,4
895,2004,65.4,2006,54.5,2
895,2009,57.6,2011,57.2,2
895,2011,57.2,2013,56.3,2
895,2013,56.3,2015,8.9,2
896,1959,100,2002,42.7,43
896,2002,42.7,2004,41,2
896,2006,47.7,2007,47.5,1
896,2009,48.1,2011,47.5,2
896,2011,47.5,2013,46.5,2
896,2013,46.5,2015,46.3,2
896,2015,46.3,2017,45.7,2
897,1973,100,2003,59.6,30
897,2006,70.7,2008,67.6,2
897,2008,67.6,2010,67.3,2
897,2010,67.3,2012,65.3,2
897,2012,65.3,2014,63.5,2
898,1995,100,2000,72.7,5
898,2006,92.2,2007,90.9,1
898,2009,93.9,2011,90.7,2
898,2013,90.8,2015,90.7,2
898,2015,90.7,2017,76.5,2
899,1969,100,2000,64.2,31
899,2000,64.2,2004,63.1,4
899,2009,72,2011,71.8,2
899,2011,71.8,2013,71.7,2
899,2015,72.3,2017,70.8,2
900,1995,100,2000,72.8,5
900,2009,95.4,2011,90.5,2
900,2011,90.5,2013,86.2,2
900,2013,86.2,2015,86.1,2
900,2015,86.1,2017,78.1,2
901,1921,100,2000,42.6,79
901,2000,42.6,2004,41.9,4
901,2006,53.9,2007,53.4,1
901,2007,53.4,2009,53.3,2
901,2009,53.3,2011,51,2
901,2013,52,2015,48.5,2
901,2015,48.5,2017,44.7,2
902,1937,100,2000,67.6,63
902,2000,67.6,2004,62.7,4
902,2004,62.7,2006,57.1,2
902,2007,68.4,2009,66.3,2
902,2009,66.3,2011,65.4,2
902,2011,65.4,2013,60.5,2
902,2015,61.3,2017,59.7,2
903,2006,97.3,2008,97.1,2
903,2010,97.6,2012,97.5,2
903,2012,97.5,2014,97.4,2
903,2014,97.4,2016,85,2
904,2006,74.5,2007,52.8,1
904,2009,52.9,2011,39.2,2
904,2011,39.2,2013,36.1,2
905,1985,100,2004,54.9,19
905,2006,74.4,2007,73.4,1
905,2013,74.6,2015,74.6,2
905,2015,74.6,2017,73.7,2
906,1962,100,2002,66.4,40
906,2006,94.2,2007,69,1
906,2007,69,2009,69,2
906,2009,69,2011,68.8,2
906,2011,68.8,2013,68.8,2
906,2015,69.7,2017,68.7,2
907,1964,100,2003,63.8,39
907,2008,67.6,2010,67.3,2
907,2010,67.3,2012,66.7,2
907,2012,66.7,2014,66.5,2
907,2014,66.5,2016,65.9,2
908,1954,100,2002,37.1,48
908,2004,59.6,2006,55.5,2
908,2006,55.5,2007,54.4,1
908,2009,54.5,2011,54.1,2
908,2013,57,2015,53.5,2
909,1977,100,2004,49.3,27
909,2006,55.2,2007,53.8,1
909,2009,59.6,2011,56.6,2
909,2011,56.6,2013,53.7,2
909,2013,53.7,2015,51,2
909,2015,51,2017,49,2
910,1978,100,2004,63.8,26
910,2006,72.1,2007,67.7,1
910,2007,67.7,2009,67.7,2
910,2009,67.7,2011,66.8,2
910,2011,66.8,2013,66.8,2
910,2015,67.2,2017,66.5,2
911,1978,100,2004,56.5,26
911,2006,71.8,2007,67.7,1
911,2007,67.7,2009,64.9,2
911,2011,67.5,2013,67.4,2
911,2013,67.4,2015,67.4,2
911,2015,67.4,2017,65.3,2
912,1958,100,2002,53.5,44
912,2009,73.5,2013,73.5,4
912,2013,73.5,2015,72.9,2
912,2015,72.9,2017,72,2
913,1994,100,2000,74.7,6
913,2000,74.7,2004,70.3,4
913,2007,94.1,2009,93,2
913,2011,93.5,2013,89.2,2
913,2015,89.3,2017,76.1,2
914,2004,69.6,2006,59.8,2
914,2011,98.8,2013,98.4,2
914,2013,98.4,2015,96.8,2
914,2015,96.8,2017,90.6,2
915,1988,100,2004,66.5,16
915,2006,87.6,2007,83.1,1
915,2007,83.1,2009,70.6,2
915,2011,71.6,2013,67.3,2
915,2013,67.3,2015,53.2,2
915,2015,53.2,2017,48.9,2
916,1937,100,2004,44.2,67
916,2006,63.5,2007,62.7,1
916,2009,63.9,2011,62.8,2
916,2011,62.8,2013,60.6,2
916,2013,60.6,2015,59.5,2
916,2015,59.5,2017,56.9,2
917,1949,100,2002,44.5,53
917,2006,60.8,2007,54,1
917,2007,54,2009,54,2
917,2009,54,2011,53.9,2
917,2011,53.9,2013,53.6,2
917,2013,53.6,2015,53.2,2
917,2015,53.2,2017,53.2,2
918,1995,100,2000,72.5,5
918,2000,72.5,2004,68.9,4
918,2006,92.3,2007,77.5,1
918,2007,77.5,2009,73.9,2
918,2009,73.9,2011,73.9,2
918,2011,73.9,2013,73.6,2
918,2013,73.6,2015,73.1,2
918,2015,73.1,2017,72.9,2
919,1949,100,2004,52.2,55
919,2007,72.9,2009,68.8,2
919,2009,68.8,2011,68.3,2
919,2011,68.3,2013,68,2
920,1958,100,2002,75,44
920,2002,75,2004,75,2
920,2006,99.4,2007,71.5,1
920,2007,71.5,2009,71.5,2
920,2009,71.5,2011,71.5,2
920,2013,72.3,2015,71.5,2
920,2015,71.5,2017,71.4,2
921,1949,100,2004,50.6,55
921,2006,73.5,2007,72.6,1
921,2009,73.5,2013,72.8,4
921,2013,72.8,2015,72.3,2
921,2015,72.3,2017,68.9,2
922,1990,100,2002,55,12
922,2002,55,2004,50.6,2
922,2006,69,2007,47.6,1
922,2015,74.4,2017,74.2,2
923,1961,100,2002,61.6,41
923,2006,72,2007,71.8,1
923,2013,72.6,2015,72.1,2
923,2015,72.1,2017,72,2
924,1949,100,2004,54.8,55
924,2006,61.1,2007,61.1,1
924,2009,68.9,2011,65.1,2
924,2013,65.4,2015,63.1,2
924,2015,63.1,2017,49.8,2
925,1962,100,2002,35.4,40
925,2004,35.7,2006,0.6,2
925,2009,53.2,2011,52.7,2
925,2011,52.7,2013,50.9,2
925,2013,50.9,2015,50.9,2
925,2015,50.9,2017,49.7,2
926,1962,100,2002,35.9,40
926,2002,35.9,2004,35.6,2
926,2006,70.5,2007,68.6,1
926,2009,70.7,2011,68.2,2
926,2011,68.2,2013,66.4,2
926,2013,66.4,2015,64,2
926,2015,64,2017,63.6,2
927,1965,100,2004,62.9,39
927,2006,64.9,2007,63.9,1
927,2009,68.9,2011,67.6,2
927,2011,67.6,2013,67.4,2
927,2013,67.4,2015,66.7,2
927,2015,66.7,2017,65.2,2
928,1961,100,2002,34.9,41
928,2006,73.8,2007,73.6,1
928,2007,73.6,2009,71,2
928,2013,72.3,2015,70.5,2
928,2015,70.5,2017,70.5,2
929,2006,75,2007,31,1
929,2007,31,2009,25.7,2
929,2011,26.7,2013,26.7,2
930,1998,100,2004,68,6
930,2006,75,2007,71.1,1
930,2007,71.1,2009,70.9,2
930,2009,70.9,2011,70.1,2
930,2011,70.1,2013,70.1,2
930,2013,70.1,2015,70.1,2
930,2015,70.1,2017,69.9,2
931,1937,100,2002,41.9,65
931,2006,74,2007,73,1
931,2007,73,2009,73,2
931,2009,73,2013,72.9,4
931,2013,72.9,2015,72.8,2
931,2015,72.8,2017,72.6,2
932,1993,100,2002,45.8,9
932,2004,69.7,2006,64.5,2
932,2006,64.5,2007,62.4,1
932,2007,62.4,2009,62.4,2
932,2009,62.4,2011,62.4,2
932,2011,62.4,2013,55.5,2
932,2013,55.5,2015,54.6,2
932,2015,54.6,2017,54.1,2
933,1993,100,2002,50.1,9
933,2004,69.7,2006,61.1,2
933,2006,61.1,2007,60.9,1
933,2007,60.9,2009,60.9,2
933,2009,60.9,2011,60.9,2
933,2011,60.9,2013,56.4,2
933,2013,56.4,2015,54.7,2
933,2015,54.7,2017,54.7,2
934,1993,100,2002,47.1,9
934,2006,72,2007,44.8,1
934,2009,47,2011,46.9,2
934,2011,46.9,2013,44.8,2
934,2013,44.8,2015,42.3,2
934,2015,42.3,2017,42.3,2
935,1963,100,2002,43.9,39
935,2006,73.3,2007,73.3,1
935,2013,74.7,2015,73.6,2
935,2015,73.6,2017,73.5,2
936,1949,100,2002,42.1,53
936,2004,60.2,2006,48.7,2
936,2009,69.6,2011,69.3,2
936,2011,69.3,2013,68.9,2
936,2013,68.9,2015,68.5,2
936,2015,68.5,2017,68.2,2
937,1937,100,2002,40,65
937,2004,72.6,2006,71,2
937,2006,71,2007,70.7,1
937,2009,74.8,2013,73.5,4
937,2013,73.5,2015,72.5,2
938,2006,72.5,2007,66.6,1
938,2007,66.6,2009,63.6,2
938,2009,63.6,2011,59,2
938,2011,59,2013,55.6,2
939,1967,100,2004,54.9,37
939,2006,72.8,2007,58.4,1
939,2009,60.4,2011,57.3,2
939,2011,57.3,2013,56.5,2
939,2015,74.9,2017,74.5,2
940,1949,100,2004,67.8,55
940,2006,69.4,2007,63.7,1
940,2007,63.7,2009,63.7,2
940,2009,63.7,2011,61.8,2
940,2011,61.8,2013,58.9,2
940,2015,59.5,2017,59.5,2
941,1946,100,2003,74.8,57
941,2003,74.8,2004,74,1
941,2004,74,2006,69.6,2
941,2006,69.6,2008,69.6,2
941,2008,69.6,2010,69.6,2
941,2014,71.8,2016,71.3,2
942,1998,100,2003,99.7,5
942,2003,99.7,2004,98.3,1
942,2004,98.3,2006,98.1,2
942,2006,98.1,2008,98,2
942,2008,98,2010,97.8,2
943,1998,100,2003,75,5
943,2003,75,2004,75,1
943,2006,98.5,2008,98.3,2
944,2001,100,2003,75.7,2
944,2003,75.7,2004,73.9,1
944,2006,99,2008,97.1,2
944,2008,97.1,2010,96.5,2
945,2003,66.7,2004,61.6,1
945,2004,61.6,2006,31.5,2
945,2006,31.5,2008,15,2
945,2008,15,2010,13,2
945,2012,99.6,2016,94.4,4
946,1981,100,2004,42.6,23
946,2004,42.6,2006,42.3,2
946,2008,42.6,2010,42.5,2
946,2010,42.5,2012,40,2
946,2012,40,2014,39.8,2
946,2014,39.8,2016,39.8,2
947,2000,100,2009,95.9,9
947,2009,95.9,2011,94.6,2
947,2011,94.6,2013,91.7,2
947,2013,91.7,2015,88.2,2
947,2015,88.2,2017,79.3,2
948,2000,100,2009,96.3,9
948,2009,96.3,2011,94.9,2
948,2011,94.9,2013,92.3,2
948,2013,92.3,2015,88.3,2
948,2015,88.3,2017,79.1,2
949,2000,100,2009,97.8,9
949,2009,97.8,2011,97.1,2
949,2011,97.1,2013,95.5,2
949,2013,95.5,2015,93.9,2
949,2015,93.9,2017,82.1,2
950,2000,100,2009,97.9,9
950,2009,97.9,2011,97.1,2
950,2011,97.1,2013,95.5,2
950,2013,95.5,2015,93.8,2
950,2015,93.8,2017,81.6,2
951,2000,100,2009,97,9
951,2009,97,2011,95.6,2
951,2011,95.6,2013,92.8,2
951,2013,92.8,2015,89.9,2
951,2015,89.9,2017,80,2
952,2000,100,2009,96.6,9
952,2009,96.6,2011,95.5,2
952,2011,95.5,2013,92.6,2
952,2013,92.6,2015,89,2
952,2015,89,2017,78.9,2
953,2000,100,2009,96.2,9
953,2009,96.2,2011,94.4,2
953,2011,94.4,2013,92.8,2
953,2013,92.8,2015,92.7,2
953,2015,92.7,2017,80.6,2
954,2000,100,2009,96.5,9
954,2009,96.5,2011,94.5,2
954,2011,94.5,2013,92.8,2
954,2013,92.8,2015,92.5,2
954,2015,92.5,2017,79.4,2
955,2000,100,2009,97.3,9
955,2009,97.3,2011,95.4,2
955,2011,95.4,2013,94.9,2
955,2013,94.9,2015,92.2,2
955,2015,92.2,2017,80.8,2
956,2000,100,2009,97.3,9
956,2009,97.3,2011,95,2
956,2011,95,2013,94.2,2
956,2013,94.2,2015,92.1,2
956,2015,92.1,2017,89.9,2
957,2005,100,2009,100,4
957,2009,100,2011,98.1,2
957,2013,98.2,2015,97.6,2
957,2015,97.6,2017,85.5,2
958,2005,100,2009,100,4
958,2009,100,2011,98.3,2
958,2011,98.3,2013,98.2,2
958,2013,98.2,2015,97.6,2
958,2015,97.6,2017,85.8,2
959,2006,100,2009,97.6,3
959,2009,97.6,2011,96.3,2
959,2011,96.3,2013,96.3,2
959,2013,96.3,2015,96.2,2
959,2015,96.2,2017,84.8,2
960,2006,100,2009,96,3
960,2011,96.3,2013,95.9,2
960,2013,95.9,2015,95.3,2
960,2015,95.3,2017,84.4,2
961,2005,100,2009,99.9,4
961,2009,99.9,2013,99.7,4
961,2013,99.7,2017,87.8,4
962,1944,100,2006,67.9,62
962,2007,70.7,2009,70.2,2
962,2009,70.2,2013,69.5,4
962,2013,69.5,2015,68.7,2
962,2015,68.7,2017,64.2,2
963,1944,100,2006,62.2,62
963,2007,63.7,2009,63.7,2
963,2011,66.5,2013,63.7,2
963,2013,63.7,2015,63.7,2
963,2015,63.7,2017,63.3,2
964,2005,100,2009,99.8,4
964,2009,99.8,2013,95.9,4
964,2013,95.9,2017,85.6,4
965,2005,100,2009,100,4
965,2009,100,2013,96,4
965,2013,96,2017,85.5,4
966,2005,100,2007,100,2
966,2007,100,2009,100,2
966,2009,100,2013,99.1,4
966,2013,99.1,2017,87.6,4
967,2000,100,2009,96.9,9
967,2009,96.9,2013,94.5,4
967,2013,94.5,2017,80.2,4
968,1983,100,2014,72,31
969,1941,100,2003,46.1,62
969,2003,46.1,2004,46.1,1
969,2007,69.9,2009,69.3,2
969,2009,69.3,2011,66.4,2
969,2011,66.4,2013,57.5,2
969,2013,57.5,2015,54.6,2
969,2015,54.6,2016,54.3,1
969,2016,54.3,2017,54.1,1
970,1972,100,2003,47.6,31
970,2003,47.6,2004,45.2,1
970,2007,74.4,2009,73.1,2
970,2009,73.1,2011,73,2
970,2011,73,2013,69.6,2
970,2015,70.3,2017,69,2
971,1998,100,2003,79.9,5
971,2003,79.9,2004,73.5,1
971,2007,97,2009,96.5,2
971,2009,96.5,2011,96.3,2
971,2011,96.3,2013,93.3,2
971,2013,93.3,2015,93.1,2
971,2015,93.1,2017,79.2,2
972,2003,40.9,2004,40.5,1
972,2004,40.5,2006,40.5,2
972,2009,63.1,2011,63.1,2
972,2013,98.7,2015,97.1,2
972,2015,97.1,2017,88.3,2
973,2003,56.2,2004,54.8,1
973,2007,72.2,2009,71.9,2
973,2009,71.9,2011,71.9,2
973,2013,99.5,2015,98.4,2
973,2015,98.4,2017,92.5,2
974,2003,53.4,2004,53.1,1
974,2013,98,2015,97.2,2
974,2015,97.2,2017,90.4,2
975,2003,46.1,2004,43.2,1
975,2009,57.1,2011,55.4,2
975,2013,98.7,2015,96.5,2
975,2015,96.5,2017,90.4,2
976,2003,33.3,2004,32.6,1
976,2007,58.1,2009,56.8,2
976,2009,56.8,2011,56.8,2
976,2013,99.2,2015,98.4,2
976,2015,98.4,2017,92.2,2
977,2001,99.5,2003,99.2,2
977,2003,99.2,2005,99.2,2
977,2005,99.2,2007,98.2,2
977,2007,98.2,2009,97.9,2
977,2009,97.9,2011,97.8,2
977,2011,97.8,2013,95.7,2
977,2013,95.7,2015,95,2
977,2015,95,2017,81,2
978,1999,100,2001,93.8,2
978,2003,99.8,2005,99.3,2
978,2005,99.3,2007,98.5,2
978,2009,98.6,2011,93.7,2
978,2011,93.7,2013,91.2,2
978,2013,91.2,2015,89.4,2
978,2015,89.4,2017,78.6,2
979,2001,27.1,2006,27.1,5
979,2007,99.8,2009,99.8,2
979,2009,99.8,2011,96.6,2
979,2011,96.6,2013,96.3,2
979,2013,96.3,2015,96.1,2
979,2015,96.1,2017,84.6,2
980,1961,100,2003,49.6,42
980,2003,49.6,2004,47.7,1
980,2009,57,2011,56.5,2
980,2015,64.8,2017,64.6,2
981,1978,100,2003,70.8,25
981,2003,70.8,2004,70,1
981,2009,73.8,2011,73.6,2
981,2011,73.6,2013,72.8,2
981,2013,72.8,2015,72.6,2
981,2015,72.6,2017,72.5,2
982,1999,100,2001,92.1,2
982,2001,92.1,2003,91.2,2
982,2005,91.6,2007,90.8,2
982,2009,99,2011,95.8,2
982,2011,95.8,2013,95.7,2
982,2013,95.7,2015,94.1,2
982,2015,94.1,2017,79.8,2
983,2005,88.3,2007,87.7,2
983,2009,99.1,2011,97.6,2
983,2011,97.6,2013,97.5,2
983,2013,97.5,2015,97.2,2
983,2015,97.2,2017,84.6,2
984,1991,100,2001,73.3,10
984,2003,74.7,2005,74.6,2
984,2007,92.2,2009,90.3,2
984,2009,90.3,2011,87.2,2
984,2011,87.2,2013,82.8,2
984,2013,82.8,2015,77.4,2
984,2015,77.4,2017,74.5,2
985,1985,100,2001,68.7,16
985,2003,77.1,2005,76.4,2
985,2005,76.4,2007,74.2,2
985,2007,74.2,2009,73.9,2
985,2011,76.3,2013,76.1,2
985,2013,76.1,2015,75.6,2
985,2015,75.6,2017,74.3,2
986,1975,100,2001,72,26
986,2003,72.8,2005,72.8,2
986,2005,72.8,2007,72.8,2
986,2007,72.8,2009,72.6,2
986,2011,73.1,2013,72.6,2
986,2013,72.6,2015,72.1,2
986,2015,72.1,2017,72,2
987,1962,100,2003,53.9,41
987,2003,53.9,2004,53.2,1
987,2007,70,2009,68.5,2
987,2011,69.4,2013,65.6,2
988,1981,100,2003,73.5,22
988,2003,73.5,2004,64.8,1
988,2004,64.8,2006,64.2,2
988,2011,75.3,2013,74.9,2
988,2013,74.9,2015,73.7,2
988,2015,73.7,2017,73.4,2
989,2003,52.3,2004,44.8,1
989,2007,62,2009,61.2,2
989,2009,61.2,2011,61.2,2
989,2013,99,2015,97.1,2
989,2015,97.1,2017,90.9,2
990,1998,100,2003,88.8,5
990,2003,88.8,2004,74.4,1
990,2009,98.8,2011,91.4,2
990,2013,91.9,2015,91.6,2
990,2015,91.6,2017,84.8,2
