経過年数,建設時健全度（1と仮定）,調査時健全度,定数項（x1＝1）,管径,管渠延長,スパンID,調査年,建設年,材質番号（1 ヒューム管）
30,1,2,1,0.151515152,0.144428571,23107034,2010,1980,1
30,1,3,1,0.151515152,0.143571429,23107046,2010,1980,1
30,1,4,1,0.151515152,0.095714286,23107071,2010,1980,1
30,1,2,1,0.151515152,0.072380952,23107083,2010,1980,1
30,1,2,1,0.151515152,0.142857143,23107095,2010,1980,1
30,1,3,1,0.151515152,0.131428571,23107107,2010,1980,1
30,1,3,1,0.151515152,0.086904762,23107118,2010,1980,1
30,1,2,1,0.151515152,0.10952381,23108001,2010,1980,1
30,1,1,1,0.151515152,0.087857143,23108008,2010,1980,1
30,1,2,1,0.151515152,0.097428571,23108017,2010,1980,1
40,1,3,1,0.151515152,0.138428571,23108027,2010,1970,1
30,1,3,1,0.151515152,0.142857143,23108030,2010,1980,1
30,1,2,1,0.151515152,0.085857143,23108046,2010,1980,1
21,1,2,1,0.151515152,0.095714286,23109015,2010,1989,1
27,1,2,1,0.151515152,0.069190476,23110020,2011,1984,1
27,1,1,1,0.151515152,0.287190476,23111001,2011,1984,1
27,1,2,1,0.151515152,0.033857143,23111003,2011,1984,1
26,1,1,1,0.151515152,0.147,23111023,2011,1985,1
29,1,1,1,0.151515152,0.156904762,23111024,2014,1985,1
29,1,2,1,0.151515152,0.132619048,23111025,2014,1985,1
22,1,2,1,0.151515152,0.191904762,23111060,2011,1989,1
25,1,3,1,0.151515152,0.165952381,23111065,2014,1989,1
24,1,3,1,0.151515152,0.110619048,23111097,2011,1987,1
29,1,1,1,0.151515152,0.227285714,23111105,2014,1985,1
29,1,1,1,0.151515152,0.227809524,23111106,2014,1985,1
29,1,1,1,0.151515152,0.232761905,23111107,2014,1985,1
27,1,2,1,0.484848485,0.153095238,23111122,2011,1984,1
26,1,2,1,0.151515152,0.217619048,23112022,2011,1985,1
29,1,2,1,0.151515152,0.218047619,23112025,2014,1985,1
44,1,3,1,0.151515152,0.221666667,23114080,2014,1970,1
44,1,3,1,0.151515152,0.186904762,23115002,2014,1970,1
27,1,1,1,0.151515152,0.130380952,23115043,2014,1987,1
44,1,4,1,0.151515152,0.228761905,23115055,2014,1970,1
44,1,4,1,0.151515152,0.239285714,23115067,2014,1970,1
44,1,3,1,0.151515152,0.118571429,23115087,2014,1970,1
41,1,1,1,0.151515152,0.22247619,23116008,2010,1969,1
41,1,2,1,0.151515152,0.20552381,23116031,2010,1969,1
41,1,2,1,0.151515152,0.214904762,23116050,2010,1969,1
41,1,3,1,0.151515152,0.211666667,23116069,2010,1969,1
41,1,3,1,0.151515152,0.178333333,23117002,2010,1969,1
40,1,4,1,0.151515152,0.222380952,23117010,2010,1970,1
41,1,4,1,0.151515152,0.284238095,23117021,2010,1969,1
40,1,2,1,0.151515152,0.217380952,23117032,2010,1970,1
41,1,2,1,0.151515152,0.228666667,23117043,2010,1969,1
41,1,3,1,0.151515152,0.119428571,23117059,2010,1969,1
40,1,4,1,0.151515152,0.205,23117061,2010,1970,1
40,1,3,1,0.151515152,0.194761905,23119005,2010,1970,1
40,1,3,1,0.151515152,0.126047619,23119012,2010,1970,1
21,1,1,1,0.151515152,0.037095238,23119026,2010,1989,1
21,1,1,1,0.151515152,0.125238095,23119038,2010,1989,1
30,1,3,1,0.151515152,0.111666667,23120001,2014,1984,1
27,1,3,1,0.151515152,0.240238095,23120015,2011,1984,1
28,1,1,1,0.151515152,0.127142857,23120026,2014,1986,1
26,1,2,1,0.151515152,0.071857143,23120039,2011,1985,1
29,1,2,1,0.151515152,0.052190476,23120040,2014,1985,1
25,1,4,1,0.151515152,0.027333333,23121005,2011,1986,1
28,1,3,1,0.151515152,0.204428571,23121041,2014,1986,1
25,1,3,1,0.151515152,0.204380952,23121042,2011,1986,1
24,1,3,1,0.151515152,0.175904762,23121112,2014,1990,1
21,1,2,1,0.151515152,0.175333333,23121114,2011,1990,1
22,1,1,1,0.151515152,0.032047619,23121134,2011,1989,1
25,1,2,1,0.151515152,0.189809524,23122001,2011,1986,1
28,1,2,1,0.151515152,0.175571429,23122002,2014,1986,1
20,1,3,1,0.151515152,0.197047619,23124050,2010,1990,1
27,1,2,1,0.151515152,0.16,23124090,2014,1987,1
27,1,2,1,0.151515152,0.223,23124098,2014,1987,1
28,1,2,1,0.151515152,0.161428571,23125019,2014,1986,1
40,1,2,1,0.151515152,0.229333333,23125039,2010,1970,1
41,1,2,1,0.151515152,0.224380952,23125042,2010,1969,1
41,1,3,1,0.151515152,0.185095238,23125053,2010,1969,1
41,1,3,1,0.151515152,0.2,23125068,2010,1969,1
28,1,1,1,0.151515152,0.166190476,23125090,2014,1986,1
41,1,4,1,0.151515152,0.239190476,23126004,2010,1969,1
41,1,3,1,0.151515152,0.166333333,23126017,2010,1969,1
41,1,4,1,0.151515152,0.171285714,23126032,2010,1969,1
41,1,1,1,0.151515152,0.199380952,23126045,2010,1969,1
49,1,2,1,0.151515152,0.138095238,23126060,2018,1969,1
41,1,2,1,0.151515152,0.193857143,23126062,2010,1969,1
41,1,3,1,0.151515152,0.215285714,23127004,2010,1969,1
41,1,3,1,0.151515152,0.204333333,23127037,2010,1969,1
41,1,1,1,0.151515152,0.195619048,23127052,2010,1969,1
40,1,3,1,0.151515152,0.057619048,23128050,2010,1970,1
40,1,3,1,0.151515152,0.075238095,23129002,2010,1970,1
40,1,2,1,0.151515152,0.213809524,23129023,2010,1970,1
40,1,2,1,0.151515152,0.204142857,23129035,2010,1970,1
40,1,3,1,0.151515152,0.185571429,23129045,2010,1970,1
27,1,3,1,0.151515152,0.121142857,23130008,2011,1984,1
30,1,2,1,0.151515152,0.109904762,23130009,2014,1984,1
27,1,2,1,0.151515152,0.152857143,23130043,2011,1984,1
25,1,1,1,0.151515152,0.190095238,23132001,2011,1986,1
28,1,2,1,0.151515152,0.190047619,23132002,2014,1986,1
32,1,4,1,0.151515152,0.165714286,23132005,2006,1974,1
32,1,2,1,0.151515152,0.099571429,23132006,2006,1974,1
32,1,2,1,0.151515152,0.092714286,23132007,2006,1974,1
36,1,3,1,0.151515152,0.102904762,23132008,2006,1970,1
32,1,2,1,0.151515152,0.117761905,23132015,2006,1974,1
32,1,3,1,0.151515152,0.116285714,23132016,2006,1974,1
32,1,4,1,0.151515152,0.034857143,23132017,2006,1974,1
36,1,2,1,0.151515152,0.132238095,23132043,2006,1970,1
33,1,1,1,0.151515152,0.095809524,23132053,2005,1972,1
21,1,2,1,0.151515152,0.10952381,23134044,2010,1989,1
21,1,2,1,0.151515152,0.123095238,23134052,2010,1989,1
29,1,1,1,0.151515152,0.287666667,23135015,2014,1985,1
41,1,3,1,0.151515152,0.245952381,23135019,2010,1969,1
41,1,3,1,0.151515152,0.236285714,23135031,2010,1969,1
41,1,3,1,0.151515152,0.173428571,23135044,2010,1969,1
29,1,4,1,0.151515152,0.253190476,23135055,2014,1985,1
41,1,2,1,0.151515152,0.190571429,23136012,2010,1969,1
49,1,3,1,0.151515152,0.198761905,23136025,2018,1969,1
49,1,2,1,0.151515152,0.193380952,23136026,2018,1969,1
49,1,3,1,0.151515152,0.198571429,23136027,2018,1969,1
49,1,4,1,0.151515152,0.187380952,23136028,2018,1969,1
49,1,3,1,0.151515152,0.090714286,23136029,2018,1969,1
41,1,2,1,0.151515152,0.196428571,23136041,2010,1969,1
49,1,3,1,0.151515152,0.213666667,23136050,2018,1969,1
49,1,4,1,0.151515152,0.221380952,23136051,2018,1969,1
49,1,4,1,0.151515152,0.055380952,23136052,2018,1969,1
49,1,4,1,0.151515152,0.098238095,23136053,2018,1969,1
41,1,3,1,0.151515152,0.159761905,23136054,2010,1969,1
49,1,3,1,0.151515152,0.145428571,23136055,2018,1969,1
49,1,3,1,0.151515152,0.232380952,23136056,2018,1969,1
49,1,3,1,0.151515152,0.191095238,23136057,2018,1969,1
49,1,4,1,0.151515152,0.185714286,23136058,2018,1969,1
49,1,4,1,0.151515152,0.04452381,23136059,2018,1969,1
49,1,3,1,0.151515152,0.166904762,23136060,2018,1969,1
49,1,4,1,0.151515152,0.168333333,23136061,2018,1969,1
49,1,3,1,0.151515152,0.13747619,23136062,2018,1969,1
49,1,3,1,0.151515152,0.195,23136063,2018,1969,1
49,1,3,1,0.151515152,0.203952381,23136064,2018,1969,1
49,1,2,1,0.151515152,0.119142857,23136065,2018,1969,1
49,1,3,1,0.151515152,0.12652381,23136066,2018,1969,1
41,1,2,1,0.151515152,0.232571429,23136067,2010,1969,1
38,1,1,1,0.151515152,0.18452381,23140001,2011,1973,1
35,1,4,1,0.151515152,0.124285714,23140003,2006,1971,1
41,1,4,1,0.151515152,0.14952381,23140010,2011,1970,1
39,1,3,1,0.151515152,0.060238095,23140028,2011,1972,1
42,1,2,1,0.151515152,0.139904762,23142009,2014,1972,1
39,1,3,1,0.151515152,0.100238095,23142010,2011,1972,1
44,1,3,1,0.151515152,0.19452381,23142011,2014,1970,1
41,1,2,1,0.151515152,0.119047619,23142012,2011,1970,1
34,1,2,1,0.151515152,0.104428571,23142053,2006,1972,1
34,1,2,1,0.151515152,0.204761905,23142054,2006,1972,1
37,1,4,1,0.151515152,0.071047619,23142055,2014,1977,1
37,1,3,1,0.151515152,0.074285714,23142056,2014,1977,1
34,1,2,1,0.151515152,0.062285714,23142057,2011,1977,1
37,1,1,1,0.151515152,0.071142857,23142058,2014,1977,1
37,1,3,1,0.151515152,0.114,23142059,2014,1977,1
37,1,2,1,0.151515152,0.088952381,23142068,2014,1977,1
34,1,2,1,0.151515152,0.156952381,23142077,2014,1980,1
34,1,2,1,0.151515152,0.171047619,23142078,2014,1980,1
34,1,1,1,0.151515152,0.162333333,23142079,2014,1980,1
34,1,3,1,0.151515152,0.137333333,23142080,2014,1980,1
31,1,1,1,0.181818182,0.146809524,23142081,2011,1980,1
34,1,1,1,0.151515152,0.156142857,23142082,2014,1980,1
34,1,1,1,0.151515152,0.233333333,23142083,2014,1980,1
30,1,1,1,0.151515152,0.080666667,23142085,2011,1981,1
33,1,2,1,0.151515152,0.100380952,23142086,2014,1981,1
36,1,2,1,0.151515152,0.055952381,23142088,2011,1975,1
39,1,2,1,0.151515152,0.04047619,23142089,2014,1975,1
31,1,2,1,0.484848485,0.228714286,23143036,2011,1980,1
21,1,2,1,0.151515152,0.23352381,23144010,2010,1989,1
21,1,1,1,0.151515152,0.192380952,23144013,2010,1989,1
26,1,2,1,0.151515152,0.213952381,23144026,2014,1988,1
26,1,2,1,0.151515152,0.213809524,23145019,2014,1988,1
26,1,2,1,0.151515152,0.189285714,23145033,2014,1988,1
27,1,3,1,0.151515152,0.217571429,23145045,2014,1987,1
44,1,2,1,0.303030303,0.11847619,23147025,2011,1967,1
18,1,1,1,0.151515152,0.008190476,23149093,2010,1992,1
41,1,1,1,0.151515152,0.056666667,23150008,2014,1973,1
41,1,3,1,0.151515152,0.144761905,23150034,2011,1970,1
35,1,1,1,0.151515152,0.027809524,23150054,2006,1971,1
34,1,3,1,0.181818182,0.229666667,23151066,2005,1971,1
34,1,1,1,0.363636364,0.159380952,23152017,2005,1971,1
31,1,1,1,0.151515152,0.142666667,23153007,2011,1980,1
33,1,2,1,0.151515152,0.117285714,23153008,2013,1980,1
41,1,3,1,0.151515152,0.120714286,23153016,2013,1972,1
41,1,2,1,0.151515152,0.121952381,23153017,2013,1972,1
39,1,3,1,0.151515152,0.145380952,23153018,2011,1972,1
39,1,3,1,0.151515152,0.14552381,23153019,2011,1972,1
39,1,2,1,0.151515152,0.060095238,23153032,2011,1972,1
32,1,3,1,0.121212121,0.077857143,23154001,2005,1973,1
31,1,3,1,0.121212121,0.06147619,23154002,2004,1973,1
22,1,1,1,0.212121212,0.101619048,23154006,2011,1989,1
24,1,1,1,0.212121212,0.109238095,23154007,2013,1989,1
26,1,2,1,0.242424242,0.285333333,23158003,2010,1984,1
27,1,2,1,0.151515152,0.22352381,23158014,2010,1983,1
27,1,3,1,0.151515152,0.134809524,23158027,2010,1983,1
27,1,3,1,0.151515152,0.234952381,23158052,2010,1983,1
28,1,2,1,0.484848485,0.202571429,23159005,2011,1983,1
27,1,2,1,0.151515152,0.05752381,23159031,2010,1983,1
24,1,3,1,0.151515152,0.201190476,23159043,2010,1986,1
25,1,3,1,0.151515152,0.161380952,23159055,2010,1985,1
29,1,2,1,0.151515152,0.218761905,23159064,2010,1981,1
28,1,3,1,0.121212121,0.268333333,23159077,2010,1982,1
32,1,3,1,0.121212121,0.057809524,23164003,2005,1973,1
32,1,3,1,0.121212121,0.07,23164004,2005,1973,1
30,1,2,1,0.151515152,0.237619048,23167037,2014,1984,1
21,1,1,1,0.151515152,0.032619048,23168041,2010,1989,1
30,1,2,1,0.151515152,0.102666667,23169037,2010,1980,1
27,1,1,1,0.151515152,0.098142857,23169064,2010,1983,1
35,1,1,1,0.242424242,0.195809524,23179001,2006,1971,1
36,1,3,1,0.151515152,0.06952381,23187006,2007,1971,1
36,1,2,1,0.151515152,0.046714286,23187007,2007,1971,1
39,1,2,1,0.151515152,0.170666667,23192018,2013,1974,1
39,1,3,1,0.151515152,0.18447619,23193001,2013,1974,1
19,1,4,1,0.151515152,0.018190476,23196003,2014,1995,1
37,1,3,1,0.363636364,0.277042857,23199008,2007,1970,1
37,1,3,1,0.424242424,0.271466667,23199009,2007,1970,1
36,1,2,1,0.212121212,0.269490476,23199013,2007,1971,1
28,1,2,1,0.151515152,0.143095238,23200026,2010,1982,1
28,1,4,1,0.151515152,0.128,23200038,2010,1982,1
28,1,1,1,0.151515152,0.138619048,23201004,2010,1982,1
31,1,2,1,0.151515152,0.07652381,23201012,2010,1979,1
31,1,3,1,0.151515152,0.107666667,23201027,2010,1979,1
31,1,3,1,0.151515152,0.142904762,23201038,2010,1979,1
31,1,3,1,0.151515152,0.119333333,23201051,2010,1979,1
31,1,4,1,0.151515152,0.119238095,23201061,2010,1979,1
31,1,3,1,0.151515152,0.125666667,23201064,2010,1979,1
31,1,4,1,0.151515152,0.138238095,23201077,2010,1979,1
31,1,3,1,0.151515152,0.12047619,23201090,2010,1979,1
37,1,3,1,0.151515152,0.100619048,23202003,2010,1973,1
28,1,2,1,0.151515152,0.046619048,23202005,2010,1982,1
25,1,2,1,0.151515152,0.074857143,23202023,2010,1985,1
26,1,3,1,0.151515152,0.137190476,23202038,2010,1984,1
35,1,2,1,0.151515152,0.052380952,23206013,2010,1975,1
35,1,2,1,0.151515152,0.114714286,23206027,2010,1975,1
14,1,2,1,0.151515152,0.094857143,23206039,2010,1996,1
14,1,2,1,0.151515152,0.157285714,23206057,2010,1996,1
26,1,1,1,0.151515152,0.1,23210008,2010,1984,1
26,1,2,1,0.151515152,0.142904762,23210020,2010,1984,1
26,1,1,1,0.151515152,0.047619048,23210024,2010,1984,1
28,1,1,1,0.151515152,0.142857143,23210033,2010,1982,1
28,1,1,1,0.151515152,0.010714286,23210045,2010,1982,1
28,1,2,1,0.151515152,0.119047619,23210063,2010,1982,1
26,1,2,1,0.151515152,0.093380952,23210073,2010,1984,1
26,1,1,1,0.151515152,0.119952381,23210085,2010,1984,1
26,1,2,1,0.151515152,0.091,23210097,2010,1984,1
28,1,3,1,0.151515152,0.027428571,23210110,2010,1982,1
28,1,2,1,0.151515152,0.107857143,23211003,2010,1982,1
28,1,4,1,0.151515152,0.108,23211015,2010,1982,1
28,1,2,1,0.151515152,0.104428571,23211026,2010,1982,1
26,1,2,1,0.151515152,0.082857143,23211038,2010,1984,1
37,1,3,1,0.151515152,0.128571429,23211045,2010,1973,1
31,1,2,1,0.151515152,0.111714286,23211056,2010,1979,1
31,1,2,1,0.151515152,0.119047619,23211067,2010,1979,1
37,1,3,1,0.151515152,0.135714286,23211078,2010,1973,1
24,1,1,1,0.151515152,0.142714286,23211099,2010,1986,1
25,1,3,1,0.151515152,0.218095238,23212028,2010,1985,1
25,1,1,1,0.151515152,0.183285714,23217026,2010,1985,1
40,1,2,1,0.151515152,0.166428571,23129062,2010,1970,1
40,1,2,1,0.151515152,0.204285714,23220007,2010,1970,1
29,1,2,1,0.151515152,0.10752381,23220037,2010,1981,1
29,1,2,1,0.151515152,0.131190476,23220048,2010,1981,1
29,1,3,1,0.151515152,0.107238095,23220060,2010,1981,1
29,1,4,1,0.151515152,0.125761905,23220072,2010,1981,1
29,1,3,1,0.151515152,0.119571429,23220084,2010,1981,1
40,1,3,1,0.151515152,0.123047619,23220096,2010,1970,1
24,1,1,1,0.151515152,0.166047619,23221017,2010,1986,1
24,1,2,1,0.151515152,0.149,23221033,2010,1986,1
24,1,1,1,0.151515152,0.142952381,23221046,2010,1986,1
24,1,2,1,0.151515152,0.075714286,23221087,2010,1986,1
20,1,1,1,0.151515152,0.108666667,23221090,2010,1990,1
24,1,2,1,0.151515152,0.205809524,23222035,2010,1986,1
27,1,2,1,0.151515152,0.15647619,23227011,2010,1983,1
21,1,2,1,0.151515152,0.167047619,23230024,2010,1989,1
21,1,1,1,0.151515152,0.15752381,23230040,2010,1989,1
25,1,3,1,0.151515152,0.042761905,23230070,2010,1985,1
21,1,2,1,0.151515152,0.12747619,23231033,2010,1989,1
20,1,1,1,0.151515152,0.094,23231036,2010,1990,1
24,1,2,1,0.151515152,0.166666667,23231053,2010,1986,1
35,1,4,1,0.151515152,0.190619048,23231060,2007,1972,1
22,1,1,1,0.151515152,0.17647619,23231069,2010,1988,1
35,1,1,1,0.151515152,0.148190476,23231071,2007,1972,1
24,1,3,1,0.151515152,0.232809524,23232027,2010,1986,1
17,1,2,1,0.484848485,0.38252381,23237004,2011,1994,1
20,1,2,1,0.151515152,0.190047619,23240007,2010,1990,1
27,1,3,1,0.151515152,0.231333333,23240010,2010,1983,1
20,1,2,1,0.151515152,0.147428571,23240039,2010,1990,1
20,1,2,1,0.151515152,0.109666667,23240051,2010,1990,1
19,1,3,1,0.151515152,0.051428571,23240096,2010,1991,1
25,1,2,1,0.151515152,0.146952381,23240069,2010,1985,1
32,1,2,1,0.151515152,0.219857143,23241001,2007,1975,1
32,1,3,1,0.151515152,0.243714286,23241005,2007,1975,1
32,1,3,1,0.151515152,0.070142857,23241028,2007,1975,1
35,1,3,1,0.151515152,0.189238095,23241086,2007,1972,1
27,1,2,1,0.151515152,0.12552381,23248016,2010,1983,1
31,1,3,1,0.151515152,0.206857143,23250020,2010,1979,1
26,1,2,1,0.151515152,0.165857143,23250032,2010,1984,1
25,1,2,1,0.151515152,0.132714286,23250039,2010,1985,1
31,1,3,1,0.151515152,0.163190476,23250046,2010,1979,1
29,1,3,1,0.363636364,0.282809524,23253001,2011,1982,1
31,1,3,1,0.363636364,0.316333333,23253005,2011,1980,1
27,1,3,1,0.151515152,0.126571429,23258008,2010,1983,1
27,1,1,1,0.151515152,0.109952381,23258021,2010,1983,1
27,1,1,1,0.151515152,0.104904762,23258054,2010,1983,1
27,1,2,1,0.151515152,0.074666667,23258066,2010,1983,1
27,1,1,1,0.151515152,0.126761905,23258079,2010,1983,1
27,1,3,1,0.151515152,0.099809524,23258091,2010,1983,1
27,1,2,1,0.151515152,0.080428571,23258103,2010,1983,1
27,1,2,1,0.151515152,0.109761905,23258115,2010,1983,1
24,1,3,1,0.151515152,0.147428571,23259014,2013,1989,1
24,1,3,1,0.151515152,0.171047619,23259026,2013,1989,1
30,1,2,1,0.484848485,0.202428571,23260002,2011,1981,1
30,1,1,1,0.484848485,0.162047619,23260003,2011,1981,1
30,1,2,1,0.484848485,0.208142857,23260016,2011,1981,1
28,1,3,1,0.151515152,0.160142857,23260038,2010,1982,1
27,1,2,1,0.151515152,0.067571429,23260050,2010,1983,1
33,1,3,1,0.363636364,0.162571429,23261004,2011,1978,1
26,1,3,1,0.151515152,0.132857143,23261017,2010,1984,1
26,1,3,1,0.151515152,0.08947619,23261031,2010,1984,1
26,1,2,1,0.151515152,0.098095238,23268010,2010,1984,1
26,1,2,1,0.151515152,0.14247619,23268021,2010,1984,1
26,1,3,1,0.151515152,0.095333333,23268034,2010,1984,1
27,1,3,1,0.151515152,0.119047619,23268043,2010,1983,1
19,1,2,1,0.303030303,0.246714286,23268074,2011,1992,1
24,1,1,1,0.151515152,0.200142857,23269003,2013,1989,1
24,1,3,1,0.151515152,0.173904762,23269015,2013,1989,1
24,1,3,1,0.151515152,0.222809524,23269026,2013,1989,1
24,1,3,1,0.151515152,0.12,23269039,2013,1989,1
24,1,4,1,0.151515152,0.140285714,23269051,2013,1989,1
24,1,2,1,0.151515152,0.183285714,23269063,2013,1989,1
24,1,3,1,0.151515152,0.154571429,23269075,2013,1989,1
28,1,3,1,0.151515152,0.098857143,23270007,2010,1982,1
27,1,2,1,0.151515152,0.137238095,23270017,2010,1983,1
38,1,2,1,0.151515152,0.174809524,23270027,2010,1972,1
24,1,2,1,0.151515152,0.234,23271003,2010,1986,1
25,1,3,1,0.151515152,0.127190476,23271027,2010,1985,1
26,1,3,1,0.151515152,0.142904762,23277031,2010,1984,1
26,1,1,1,0.151515152,0.07247619,23277044,2010,1984,1
26,1,2,1,0.151515152,0.125809524,23277053,2010,1984,1
26,1,2,1,0.151515152,0.142857143,23277057,2010,1984,1
26,1,3,1,0.151515152,0.142904762,23278003,2010,1984,1
26,1,2,1,0.151515152,0.095238095,23278032,2010,1984,1
24,1,3,1,0.151515152,0.228380952,23279022,2013,1989,1
24,1,3,1,0.151515152,0.174238095,23279034,2013,1989,1
40,1,4,1,0.151515152,0.201333333,23280014,2010,1970,1
34,1,3,1,0.121212121,0.094857143,23280024,2007,1973,1
34,1,1,1,0.121212121,0.097,23280025,2007,1973,1
34,1,1,1,0.121212121,0.094,23280026,2007,1973,1
37,1,3,1,0.151515152,0.028809524,23280027,2007,1970,1
37,1,4,1,0.151515152,0.142190476,23280029,2007,1970,1
40,1,1,1,0.151515152,0.134571429,23280031,2010,1970,1
37,1,1,1,0.151515152,0.14247619,23280032,2007,1970,1
37,1,1,1,0.151515152,0.12847619,23280033,2007,1970,1
30,1,2,1,0.151515152,0.108666667,23280045,2010,1980,1
23,1,1,1,0.151515152,0.175714286,23280057,2010,1987,1
38,1,2,1,0.151515152,0.184571429,23290002,2010,1972,1
32,1,3,1,0.151515152,0.181095238,23290007,2007,1975,1
32,1,3,1,0.151515152,0.171666667,23290008,2007,1975,1
32,1,3,1,0.151515152,0.17047619,23290009,2007,1975,1
38,1,2,1,0.151515152,0.127761905,23290017,2010,1972,1
21,1,2,1,0.545454545,0.064809524,23290033,2010,1989,1
35,1,3,1,0.151515152,0.202190476,23290040,2010,1975,1
26,1,2,1,0.151515152,0.071857143,23292039,2010,1984,1
24,1,2,1,0.151515152,0.214,23294006,2010,1986,1
27,1,2,1,0.151515152,0.079952381,23296039,2010,1983,1
7,1,2,1,0.181818182,0.371428571,23298058,2010,2003,1
20,1,2,1,0.151515152,0.143190476,23299032,2013,1993,1
50,1,2,1,0.151515152,0.17647619,23340029,2013,1963,1
26,1,3,1,0.151515152,0.214190476,23344001,2013,1987,1
50,1,4,1,0.151515152,0.126285714,23350064,2013,1963,1
50,1,2,1,0.151515152,0.124666667,23350078,2013,1963,1
25,1,1,1,0.121212121,0.075761905,23351005,2013,1988,1
29,1,2,1,0.151515152,0.099619048,23351030,2013,1984,1
36,1,2,1,0.151515152,0.137619048,23351031,2013,1977,1
36,1,3,1,0.151515152,0.189952381,23351045,2013,1977,1
30,1,4,1,0.151515152,0.125285714,23351069,2013,1983,1
36,1,3,1,0.151515152,0.176,23352037,2013,1977,1
36,1,2,1,0.151515152,0.10852381,23352056,2013,1977,1
36,1,4,1,0.151515152,0.135238095,23352069,2013,1977,1
36,1,3,1,0.151515152,0.137619048,23353004,2013,1977,1
36,1,3,1,0.151515152,0.107380952,23353011,2013,1977,1
36,1,4,1,0.151515152,0.116904762,23353013,2013,1977,1
26,1,2,1,0.151515152,0.160666667,23353045,2013,1987,1
36,1,4,1,0.151515152,0.178,23353052,2013,1977,1
36,1,4,1,0.181818182,0.172714286,23353064,2013,1977,1
26,1,3,1,0.151515152,0.175238095,23354008,2013,1987,1
25,1,1,1,0.151515152,0.06152381,23360008,2013,1988,1
30,1,2,1,0.151515152,0.137333333,23361054,2013,1983,1
30,1,2,1,0.151515152,0.064238095,23361065,2013,1983,1
30,1,3,1,0.151515152,0.116238095,23361078,2013,1983,1
30,1,1,1,0.151515152,0.183809524,23361088,2013,1983,1
30,1,2,1,0.151515152,0.171,23361096,2013,1983,1
31,1,3,1,0.151515152,0.037380952,23362006,2013,1982,1
36,1,3,1,0.151515152,0.189190476,23362018,2013,1977,1
36,1,2,1,0.151515152,0.167285714,23362060,2013,1977,1
36,1,4,1,0.181818182,0.159619048,23362067,2013,1977,1
36,1,3,1,0.151515152,0.108428571,23362079,2013,1977,1
26,1,2,1,0.151515152,0.191190476,23363003,2013,1987,1
28,1,3,1,0.151515152,0.233952381,23365001,2013,1985,1
27,1,3,1,0.151515152,0.071095238,23365015,2013,1986,1
29,1,2,1,0.242424242,0.175619048,23371038,2013,1984,1
26,1,3,1,0.151515152,0.119047619,23372033,2013,1987,1
26,1,2,1,0.151515152,0.177,23373011,2013,1987,1
26,1,3,1,0.151515152,0.052904762,23373024,2013,1987,1
26,1,4,1,0.151515152,0.169380952,23373048,2013,1987,1
26,1,2,1,0.151515152,0.119571429,23373061,2013,1987,1
26,1,2,1,0.151515152,0.151238095,23373062,2013,1987,1
26,1,2,1,0.151515152,0.124333333,23373074,2013,1987,1
27,1,2,1,0.151515152,0.28547619,23383003,2013,1986,1
27,1,3,1,0.151515152,0.175761905,23383013,2013,1986,1
32,1,3,1,0.666666667,0.065952381,23383022,2013,1981,1
20,1,3,1,0.151515152,0.191428571,23390007,2013,1993,1
20,1,2,1,0.151515152,0.177857143,23390018,2013,1993,1
