経過年数,建設時健全度（1と仮定）,調査時健全度,定数項（x1＝1）,管径,管渠延長,スパンID,調査年,建設年,材質番号（1 ヒューム管）
21,1,1,1,0.151515152,0.232333333,22154022,2014,1993,1
35,1,1,1,0.303030303,0.11352381,22163051,2013,1978,1
29,1,1,1,0.151515152,0.124761905,22164041,2014,1985,1
26,1,1,1,0.151515152,0.140142857,22165026,2014,1988,1
29,1,2,1,0.151515152,0.17247619,22170004,2014,1985,1
26,1,1,1,0.151515152,0.146619048,22170016,2011,1985,1
29,1,1,1,0.151515152,0.145857143,22170017,2014,1985,1
26,1,1,1,0.151515152,0.094428571,22170083,2011,1985,1
29,1,2,1,0.151515152,0.187238095,22170084,2014,1985,1
26,1,2,1,0.151515152,0.142,22170102,2011,1985,1
29,1,2,1,0.151515152,0.169190476,22170103,2014,1985,1
35,1,4,1,0.151515152,0.223428571,22175002,2014,1979,1
39,1,2,1,0.212121212,0.128809524,22176015,2014,1975,1
31,1,4,1,0.151515152,0.141571429,22176063,2014,1983,1
37,1,3,1,0.212121212,0.110761905,22177004,2014,1977,1
28,1,4,1,0.151515152,0.185619048,22178038,2014,1986,1
28,1,2,1,0.272727273,0.125333333,22180005,2011,1983,1
27,1,3,1,0.151515152,0.142714286,22180018,2011,1984,1
30,1,2,1,0.151515152,0.143238095,22180019,2014,1984,1
30,1,2,1,0.151515152,0.138,22180028,2014,1984,1
30,1,2,1,0.151515152,0.142761905,22180029,2014,1984,1
27,1,3,1,0.151515152,0.057095238,22180031,2011,1984,1
32,1,3,1,0.151515152,0.123904762,22186014,2014,1982,1
39,1,3,1,0.212121212,0.238619048,22186036,2014,1975,1
28,1,2,1,0.151515152,0.199857143,22187019,2014,1986,1
28,1,2,1,0.151515152,0.153380952,22187029,2014,1986,1
30,1,4,1,0.151515152,0.143,22188049,2014,1984,1
30,1,1,1,0.151515152,0.237380952,22191002,2014,1984,1
29,1,2,1,0.151515152,0.228,22191024,2014,1985,1
29,1,2,1,0.151515152,0.218761905,22191025,2014,1985,1
29,1,2,1,0.151515152,0.237666667,22191026,2014,1985,1
29,1,2,1,0.151515152,0.194714286,22191027,2014,1985,1
29,1,1,1,0.151515152,0.199380952,22191028,2014,1985,1
29,1,3,1,0.151515152,0.157142857,22191029,2014,1985,1
26,1,1,1,0.151515152,0.10752381,22191047,2011,1985,1
29,1,2,1,0.151515152,0.192285714,22191048,2014,1985,1
29,1,2,1,0.151515152,0.16847619,22191049,2014,1985,1
29,1,1,1,0.151515152,0.166190476,22191050,2014,1985,1
29,1,2,1,0.151515152,0.179904762,22191051,2014,1985,1
29,1,2,1,0.151515152,0.152571429,22191052,2014,1985,1
29,1,2,1,0.151515152,0.214047619,22191053,2014,1985,1
26,1,1,1,0.151515152,0.166047619,22191059,2011,1985,1
29,1,2,1,0.151515152,0.141761905,22191060,2014,1985,1
26,1,1,1,0.151515152,0.170857143,22192008,2011,1985,1
44,1,4,1,0.151515152,0.254857143,22195013,2014,1970,1
44,1,3,1,0.151515152,0.195904762,22195061,2014,1970,1
44,1,3,1,0.151515152,0.147809524,22195073,2014,1970,1
44,1,4,1,0.151515152,0.215619048,22195086,2014,1970,1
39,1,4,1,0.151515152,0.165,22196039,2014,1975,1
39,1,4,1,0.151515152,0.170952381,22196074,2014,1975,1
39,1,4,1,0.151515152,0.235428571,22196083,2014,1975,1
39,1,2,1,0.151515152,0.104666667,22196087,2014,1975,1
39,1,3,1,0.151515152,0.105,22196100,2014,1975,1
39,1,4,1,0.151515152,0.228285714,22197006,2014,1975,1
33,1,2,1,0.151515152,0.111904762,22197023,2013,1980,1
33,1,3,1,0.151515152,0.136666667,22197024,2013,1980,1
30,1,2,1,0.151515152,0.093142857,22197028,2010,1980,1
30,1,2,1,0.151515152,0.113809524,22197040,2010,1980,1
38,1,3,1,0.151515152,0.141238095,22197066,2013,1975,1
38,1,3,1,0.151515152,0.148,22197067,2013,1975,1
38,1,2,1,0.151515152,0.166095238,22197068,2013,1975,1
28,1,2,1,0.151515152,0.188714286,22197088,2014,1986,1
29,1,2,1,0.303030303,0.340380952,22199021,2011,1982,1
41,1,3,1,0.151515152,0.211428571,22210007,2013,1972,1
41,1,2,1,0.151515152,0.082619048,22210017,2013,1972,1
41,1,1,1,0.151515152,0.176190476,22210021,2013,1972,1
41,1,1,1,0.151515152,0.127857143,22210029,2013,1972,1
41,1,1,1,0.151515152,0.102857143,22210041,2013,1972,1
41,1,3,1,0.151515152,0.08952381,22210053,2013,1972,1
41,1,1,1,0.151515152,0.062142857,22210065,2013,1972,1
41,1,1,1,0.151515152,0.047380952,22210077,2013,1972,1
41,1,2,1,0.151515152,0.116666667,22220011,2013,1972,1
41,1,1,1,0.151515152,0.081428571,22220028,2013,1972,1
41,1,2,1,0.151515152,0.160238095,22220040,2013,1972,1
41,1,2,1,0.151515152,0.189285714,22220052,2013,1972,1
41,1,1,1,0.151515152,0.10452381,22220064,2013,1972,1
41,1,3,1,0.151515152,0.11952381,22220075,2013,1972,1
41,1,3,1,0.151515152,0.117142857,22220087,2013,1972,1
41,1,1,1,0.151515152,0.013809524,22220096,2013,1972,1
41,1,1,1,0.151515152,0.114285714,22220103,2013,1972,1
41,1,2,1,0.151515152,0.118714286,22220115,2013,1972,1
41,1,1,1,0.151515152,0.131714286,22230038,2013,1972,1
41,1,1,1,0.151515152,0.071428571,22230050,2013,1972,1
41,1,1,1,0.151515152,0.080952381,22230062,2013,1972,1
41,1,1,1,0.151515152,0.095238095,22230073,2013,1972,1
41,1,1,1,0.151515152,0.088095238,22230085,2013,1972,1
22,1,2,1,0.151515152,0.066619048,22251020,2013,1991,1
22,1,3,1,0.151515152,0.130047619,22251021,2013,1991,1
22,1,2,1,0.151515152,0.065190476,22251050,2010,1988,1
28,1,3,1,0.181818182,0.157142857,22252022,2010,1982,1
26,1,2,1,0.151515152,0.14252381,22253005,2010,1984,1
24,1,1,1,0.151515152,0.223142857,22254017,2013,1989,1
21,1,2,1,0.151515152,0.094285714,22254020,2010,1989,1
28,1,3,1,0.151515152,0.193238095,22263004,2010,1982,1
26,1,2,1,0.151515152,0.171857143,22263014,2010,1984,1
23,1,2,1,0.151515152,0.073714286,22263026,2010,1987,1
23,1,1,1,0.151515152,0.083666667,22265002,2010,1987,1
22,1,1,1,0.121212121,0.055714286,22265016,2010,1988,1
12,1,2,1,0.151515152,0.104571429,22265082,2010,1998,1
24,1,2,1,0.151515152,0.091238095,22266036,2010,1986,1
23,1,3,1,0.121212121,0.046333333,22265032,2010,1987,1
26,1,2,1,0.181818182,0.309428571,22275013,2010,1984,1
23,1,3,1,0.151515152,0.033714286,22275034,2010,1987,1
29,1,3,1,0.151515152,0.170095238,22275055,2010,1981,1
28,1,4,1,0.151515152,0.033142857,22276047,2010,1982,1
24,1,2,1,0.151515152,0.209380952,22283015,2010,1986,1
32,1,2,1,0.151515152,0.100857143,22284026,2010,1978,1
32,1,2,1,0.151515152,0.137047619,22284038,2010,1978,1
29,1,3,1,0.151515152,0.11552381,22284042,2010,1981,1
27,1,2,1,0.151515152,0.153,22285005,2010,1983,1
27,1,2,1,0.242424242,0.220619048,22285016,2010,1983,1
27,1,3,1,0.151515152,0.118428571,22285018,2010,1983,1
27,1,2,1,0.151515152,0.089904762,22285021,2010,1983,1
29,1,3,1,0.151515152,0.185190476,22286024,2010,1981,1
29,1,3,1,0.151515152,0.008238095,22286035,2010,1981,1
30,1,3,1,0.151515152,0.106809524,22286044,2010,1980,1
27,1,3,1,0.151515152,0.09,22286064,2010,1983,1
32,1,3,1,0.303030303,0.225095238,22287008,2011,1979,1
24,1,2,1,0.151515152,0.237714286,22293004,2010,1986,1
27,1,3,1,0.151515152,0.218428571,22293011,2010,1983,1
27,1,2,1,0.151515152,0.130857143,22294011,2010,1983,1
27,1,3,1,0.151515152,0.092285714,22294037,2010,1983,1
33,1,2,1,0.151515152,0.128571429,22296010,2010,1977,1
33,1,2,1,0.151515152,0.116952381,22296023,2010,1977,1
33,1,3,1,0.151515152,0.163809524,22296035,2010,1977,1
33,1,2,1,0.151515152,0.148095238,22296041,2010,1977,1
33,1,2,1,0.151515152,0.139428571,22296048,2010,1977,1
20,1,2,1,0.151515152,0.195238095,23000004,2010,1990,1
20,1,3,1,0.151515152,0.158047619,23001018,2010,1990,1
23,1,4,1,0.151515152,0.203714286,23001033,2010,1987,1
20,1,1,1,0.151515152,0.143333333,23001054,2010,1990,1
21,1,3,1,0.151515152,0.125666667,23001058,2010,1989,1
21,1,4,1,0.151515152,0.036571429,23001067,2010,1989,1
37,1,2,1,0.151515152,0.120666667,23002028,2010,1973,1
25,1,2,1,0.151515152,0.152047619,23002033,2010,1985,1
37,1,2,1,0.151515152,0.095,23002063,2010,1973,1
37,1,2,1,0.151515152,0.09552381,23002094,2010,1973,1
25,1,3,1,0.151515152,0.118761905,23003003,2010,1985,1
25,1,2,1,0.151515152,0.068809524,23003020,2010,1985,1
26,1,2,1,0.151515152,0.213428571,23003064,2011,1985,1
28,1,2,1,0.151515152,0.146571429,23003089,2010,1982,1
39,1,4,1,0.151515152,0.160047619,23005007,2010,1971,1
39,1,3,1,0.151515152,0.142904762,23005016,2010,1971,1
39,1,4,1,0.151515152,0.133952381,23005025,2010,1971,1
39,1,4,1,0.151515152,0.127666667,23005043,2010,1971,1
39,1,4,1,0.151515152,0.156809524,23005055,2010,1971,1
39,1,4,1,0.151515152,0.148095238,23005068,2010,1971,1
42,1,1,1,0.121212121,0.145380952,23006005,2010,1968,1
43,1,1,1,0.242424242,0.147190476,23006032,2011,1968,1
25,1,1,1,0.151515152,0.013428571,23007009,2011,1986,1
43,1,3,1,0.121212121,0.198571429,23007011,2011,1968,1
43,1,3,1,0.151515152,0.234904762,23007013,2011,1968,1
25,1,2,1,0.151515152,0.160714286,23007032,2010,1985,1
26,1,2,1,0.151515152,0.097095238,23007089,2010,1984,1
42,1,3,1,0.181818182,0.246285714,23007109,2010,1968,1
8,1,2,1,0.181818182,0.032666667,23007116,2010,2002,1
24,1,2,1,0.151515152,0.071047619,23008087,2010,1986,1
28,1,3,1,0.151515152,0.183380952,23008106,2010,1982,1
29,1,2,1,0.212121212,0.160571429,23008120,2011,1982,1
31,1,3,1,0.151515152,0.082714286,23010010,2010,1979,1
31,1,2,1,0.151515152,0.124428571,23010011,2010,1979,1
31,1,4,1,0.151515152,0.142380952,23010024,2010,1979,1
41,1,2,1,0.121212121,0.147619048,23010034,2010,1969,1
41,1,3,1,0.121212121,0.138619048,23010047,2010,1969,1
41,1,4,1,0.121212121,0.143190476,23010060,2010,1969,1
22,1,1,1,0.151515152,0.178952381,23013008,2010,1988,1
26,1,1,1,0.151515152,0.197333333,23013045,2011,1985,1
24,1,1,1,0.151515152,0.142238095,23014029,2010,1986,1
24,1,1,1,0.151515152,0.122571429,23014049,2010,1986,1
26,1,3,1,0.151515152,0.084761905,23014090,2010,1984,1
22,1,1,1,0.151515152,0.026047619,23014079,2010,1988,1
25,1,2,1,0.151515152,0.192666667,23015003,2010,1985,1
25,1,1,1,0.151515152,0.167714286,23016008,2010,1985,1
42,1,1,1,0.151515152,0.117428571,23016067,2010,1968,1
42,1,3,1,0.151515152,0.138714286,23017003,2010,1968,1
26,1,3,1,0.151515152,0.035619048,23017035,2010,1984,1
29,1,1,1,0.181818182,0.13547619,23018077,2011,1982,1
32,1,2,1,0.181818182,0.143857143,23018078,2014,1982,1
24,1,1,1,0.151515152,0.118095238,23018104,2010,1986,1
41,1,3,1,0.121212121,0.189333333,23020027,2010,1969,1
22,1,1,1,0.151515152,0.192809524,23021001,2010,1988,1
41,1,1,1,0.121212121,0.142857143,23021012,2010,1969,1
48,1,3,1,0.121212121,0.137619048,23021016,2017,1969,1
48,1,4,1,0.121212121,0.147428571,23021017,2017,1969,1
48,1,4,1,0.121212121,0.145333333,23021018,2017,1969,1
48,1,4,1,0.121212121,0.141714286,23021019,2017,1969,1
41,1,4,1,0.121212121,0.107714286,23021023,2010,1969,1
41,1,4,1,0.121212121,0.140904762,23021075,2010,1969,1
48,1,3,1,0.121212121,0.141380952,23021077,2017,1969,1
48,1,3,1,0.121212121,0.143857143,23021078,2017,1969,1
48,1,4,1,0.121212121,0.189047619,23021079,2017,1969,1
48,1,4,1,0.121212121,0.148047619,23021088,2017,1969,1
41,1,3,1,0.121212121,0.141761905,23021089,2010,1969,1
22,1,1,1,0.151515152,0.189666667,23022071,2010,1988,1
22,1,2,1,0.121212121,0.237190476,23022082,2010,1988,1
24,1,4,1,0.151515152,0.031952381,23023001,2010,1986,1
32,1,2,1,0.151515152,0.150428571,23023087,2010,1978,1
30,1,2,1,0.181818182,0.052809524,23023094,2010,1980,1
40,1,2,1,0.212121212,0.137904762,23024003,2011,1971,1
40,1,3,1,0.181818182,0.231952381,23025001,2008,1968,1
40,1,2,1,0.181818182,0.229619048,23025011,2008,1968,1
21,1,1,1,0.151515152,0.016095238,23025015,2011,1990,1
37,1,2,1,0.151515152,0.090285714,23025029,2010,1973,1
39,1,4,1,0.151515152,0.049619048,23025063,2010,1971,1
21,1,1,1,0.151515152,0.031666667,23025066,2010,1989,1
21,1,3,1,0.151515152,0.140904762,23025078,2010,1989,1
21,1,2,1,0.151515152,0.189428571,23025098,2010,1989,1
21,1,1,1,0.151515152,0.080428571,23026031,2010,1989,1
29,1,1,1,0.151515152,0.020142857,23028057,2010,1981,1
25,1,3,1,0.151515152,0.203333333,23028071,2010,1985,1
22,1,1,1,0.151515152,0.064809524,23031007,2010,1988,1
39,1,4,1,0.151515152,0.138047619,23031019,2010,1971,1
25,1,1,1,0.151515152,0.04847619,23031029,2010,1985,1
39,1,4,1,0.151515152,0.085952381,23031050,2010,1971,1
39,1,4,1,0.151515152,0.116285714,23031062,2010,1971,1
39,1,4,1,0.151515152,0.144238095,23032006,2010,1971,1
39,1,4,1,0.151515152,0.143857143,23032013,2010,1971,1
25,1,1,1,0.151515152,0.037095238,23032031,2010,1985,1
25,1,1,1,0.151515152,0.034047619,23032043,2010,1985,1
22,1,2,1,0.151515152,0.165714286,23032048,2010,1988,1
24,1,2,1,0.151515152,0.199047619,23032065,2010,1986,1
20,1,1,1,0.151515152,0.096047619,23032083,2010,1990,1
34,1,2,1,0.151515152,0.142571429,23032096,2010,1976,1
40,1,3,1,0.212121212,0.101428571,23033034,2011,1971,1
40,1,3,1,0.212121212,0.04252381,23033039,2011,1971,1
27,1,2,1,0.151515152,0.156619048,23033052,2011,1984,1
27,1,2,1,0.151515152,0.137380952,23033057,2011,1984,1
27,1,2,1,0.151515152,0.156428571,23034013,2011,1984,1
20,1,2,1,0.151515152,0.104761905,23034023,2011,1991,1
31,1,1,1,0.151515152,0.054285714,23034067,2011,1980,1
23,1,3,1,0.151515152,0.093190476,23034081,2011,1988,1
23,1,1,1,0.151515152,0.053428571,23034093,2011,1988,1
40,1,2,1,0.181818182,0.190714286,23035012,2008,1968,1
41,1,3,1,0.303030303,0.193809524,23035028,2008,1967,1
41,1,3,1,0.303030303,0.166666667,23035029,2008,1967,1
38,1,2,1,0.151515152,0.3,23035036,2010,1972,1
35,1,2,1,0.151515152,0.242619048,23036008,2008,1973,1
35,1,3,1,0.151515152,0.245238095,23036012,2008,1973,1
35,1,3,1,0.151515152,0.128761905,23036013,2008,1973,1
35,1,2,1,0.151515152,0.147857143,23036015,2008,1973,1
35,1,3,1,0.151515152,0.217285714,23036016,2008,1973,1
35,1,3,1,0.151515152,0.081714286,23037001,2008,1973,1
35,1,4,1,0.151515152,0.112095238,23037002,2008,1973,1
35,1,2,1,0.151515152,0.153333333,23037003,2008,1973,1
35,1,3,1,0.151515152,0.158952381,23037004,2008,1973,1
35,1,3,1,0.151515152,0.126142857,23037005,2008,1973,1
35,1,3,1,0.151515152,0.111047619,23037006,2008,1973,1
35,1,1,1,0.151515152,0.09752381,23037007,2008,1973,1
35,1,2,1,0.151515152,0.158809524,23037008,2008,1973,1
35,1,1,1,0.151515152,0.253571429,23037009,2008,1973,1
35,1,2,1,0.151515152,0.157,23037010,2008,1973,1
35,1,3,1,0.151515152,0.105238095,23037013,2008,1973,1
37,1,3,1,0.151515152,0.09652381,23037014,2010,1973,1
35,1,2,1,0.151515152,0.059761905,23037021,2008,1973,1
35,1,1,1,0.151515152,0.045428571,23037023,2008,1973,1
35,1,3,1,0.151515152,0.056666667,23037025,2008,1973,1
35,1,3,1,0.151515152,0.093190476,23037026,2008,1973,1
35,1,3,1,0.151515152,0.205238095,23037028,2008,1973,1
35,1,3,1,0.151515152,0.092285714,23037029,2008,1973,1
35,1,2,1,0.151515152,0.099142857,23037030,2008,1973,1
35,1,1,1,0.151515152,0.114761905,23037037,2008,1973,1
35,1,3,1,0.151515152,0.108666667,23037041,2008,1973,1
35,1,1,1,0.151515152,0.17952381,23037042,2008,1973,1
35,1,2,1,0.151515152,0.042142857,23037043,2008,1973,1
35,1,2,1,0.151515152,0.202714286,23037044,2008,1973,1
29,1,1,1,0.151515152,0.151428571,23037057,2010,1981,1
35,1,2,1,0.151515152,0.192428571,23037070,2010,1975,1
25,1,2,1,0.151515152,0.066619048,23038022,2010,1985,1
31,1,3,1,0.151515152,0.109142857,23038077,2011,1980,1
25,1,3,1,0.151515152,0.202095238,23038110,2011,1986,1
24,1,1,1,0.121212121,0.008857143,23038111,2011,1987,1
27,1,2,1,0.121212121,0.052047619,23038112,2014,1987,1
25,1,1,1,0.151515152,0.044285714,23038113,2014,1989,1
44,1,1,1,0.151515152,0.142666667,23038114,2014,1970,1
44,1,3,1,0.151515152,0.13747619,23038115,2014,1970,1
44,1,2,1,0.151515152,0.053380952,23038116,2014,1970,1
44,1,3,1,0.151515152,0.090047619,23038117,2014,1970,1
44,1,3,1,0.151515152,0.078428571,23038118,2014,1970,1
44,1,2,1,0.151515152,0.141428571,23038119,2014,1970,1
44,1,2,1,0.151515152,0.142380952,23038120,2014,1970,1
41,1,2,1,0.151515152,0.12652381,23038123,2011,1970,1
44,1,1,1,0.151515152,0.069619048,23038126,2014,1970,1
44,1,3,1,0.151515152,0.036,23038127,2014,1970,1
29,1,4,1,0.151515152,0.179761905,23038135,2011,1982,1
21,1,3,1,0.151515152,0.189857143,23039086,2011,1990,1
24,1,1,1,0.151515152,0.19052381,23039087,2014,1990,1
26,1,1,1,0.151515152,0.214,23039092,2011,1985,1
29,1,3,1,0.151515152,0.213285714,23039093,2014,1985,1
25,1,1,1,0.151515152,0.034190476,23040011,2010,1985,1
25,1,2,1,0.151515152,0.124666667,23040023,2010,1985,1
34,1,3,1,0.151515152,0.124142857,23041001,2010,1976,1
25,1,3,1,0.151515152,0.219047619,23041010,2010,1985,1
34,1,1,1,0.151515152,0.119285714,23041027,2010,1976,1
34,1,1,1,0.151515152,0.116809524,23041041,2010,1976,1
34,1,2,1,0.151515152,0.131380952,23041053,2010,1976,1
34,1,4,1,0.151515152,0.110695238,23041071,2010,1976,1
27,1,2,1,0.151515152,0.194095238,23041086,2010,1983,1
34,1,1,1,0.151515152,0.138285714,23041098,2010,1976,1
34,1,1,1,0.151515152,0.076761905,23041110,2010,1976,1
34,1,2,1,0.151515152,0.123714286,23041122,2010,1976,1
32,1,4,1,0.151515152,0.12,23041140,2010,1978,1
32,1,3,1,0.151515152,0.099761905,23042004,2010,1978,1
32,1,1,1,0.151515152,0.133761905,23042015,2010,1978,1
34,1,3,1,0.151515152,0.142619048,23042028,2010,1976,1
32,1,1,1,0.151515152,0.113666667,23042034,2010,1978,1
34,1,3,1,0.151515152,0.056952381,23042037,2010,1976,1
34,1,4,1,0.151515152,0.100238095,23042059,2010,1976,1
32,1,4,1,0.151515152,0.113809524,23042066,2010,1978,1
32,1,3,1,0.151515152,0.137380952,23042079,2010,1978,1
32,1,4,1,0.151515152,0.109761905,23042092,2010,1978,1
32,1,4,1,0.151515152,0.109904762,23042105,2010,1978,1
34,1,4,1,0.151515152,0.114428571,23042119,2010,1976,1
32,1,4,1,0.151515152,0.109714286,23042123,2010,1978,1
34,1,3,1,0.151515152,0.146666667,23043028,2006,1972,1
32,1,3,1,0.151515152,0.14752381,23043057,2005,1973,1
33,1,3,1,0.151515152,0.144714286,23043058,2005,1972,1
33,1,3,1,0.151515152,0.189047619,23043059,2005,1972,1
29,1,1,1,0.151515152,0.042619048,23044004,2011,1982,1
32,1,2,1,0.121212121,0.105619048,23045008,2005,1973,1
39,1,3,1,0.151515152,0.281904762,23045009,2011,1972,1
37,1,2,1,0.121212121,0.022666667,23045020,2010,1973,1
33,1,1,1,0.151515152,0.173809524,23045025,2005,1972,1
33,1,3,1,0.151515152,0.165,23045026,2005,1972,1
38,1,1,1,0.151515152,0.037761905,23045041,2010,1972,1
35,1,2,1,0.151515152,0.090571429,23037031,2008,1973,1
35,1,3,1,0.151515152,0.019809524,23046003,2008,1973,1
35,1,3,1,0.151515152,0.053,23047004,2008,1973,1
35,1,3,1,0.151515152,0.186571429,23047005,2008,1973,1
35,1,3,1,0.151515152,0.109857143,23047006,2008,1973,1
35,1,3,1,0.151515152,0.13547619,23047007,2008,1973,1
35,1,4,1,0.151515152,0.023190476,23047008,2008,1973,1
34,1,3,1,0.151515152,0.219285714,23047009,2008,1974,1
23,1,2,1,0.151515152,0.060047619,23047010,2010,1987,1
35,1,2,1,0.151515152,0.085333333,23047021,2008,1973,1
35,1,1,1,0.151515152,0.088666667,23047022,2008,1973,1
35,1,2,1,0.151515152,0.14752381,23047023,2008,1973,1
35,1,2,1,0.151515152,0.06547619,23047024,2008,1973,1
35,1,2,1,0.151515152,0.061380952,23047025,2008,1973,1
35,1,2,1,0.151515152,0.106142857,23047026,2008,1973,1
35,1,3,1,0.151515152,0.117619048,23047027,2008,1973,1
35,1,3,1,0.151515152,0.170142857,23047028,2008,1973,1
35,1,3,1,0.151515152,0.111857143,23047029,2008,1973,1
35,1,3,1,0.151515152,0.14947619,23047030,2008,1973,1
35,1,3,1,0.151515152,0.132809524,23047031,2008,1973,1
34,1,2,1,0.151515152,0.173238095,23047033,2008,1974,1
34,1,1,1,0.151515152,0.101,23047034,2008,1974,1
28,1,1,1,0.151515152,0.043142857,23048017,2010,1982,1
29,1,2,1,0.151515152,0.096809524,23048029,2011,1982,1
17,1,2,1,0.151515152,0.065714286,23048037,2011,1994,1
25,1,2,1,0.151515152,0.031952381,23050022,2010,1985,1
34,1,2,1,0.151515152,0.093142857,23050034,2010,1976,1
34,1,2,1,0.151515152,0.118952381,23050052,2010,1976,1
30,1,3,1,0.151515152,0.114285714,23050062,2010,1980,1
34,1,4,1,0.151515152,0.126380952,23051015,2010,1976,1
30,1,1,1,0.151515152,0.095238095,23051028,2010,1980,1
30,1,1,1,0.151515152,0.05,23051138,2010,1980,1
30,1,4,1,0.151515152,0.038095238,23052006,2010,1980,1
32,1,3,1,0.151515152,0.128571429,23052020,2010,1978,1
32,1,3,1,0.151515152,0.133761905,23052027,2010,1978,1
32,1,4,1,0.151515152,0.085142857,23052047,2010,1978,1
32,1,4,1,0.151515152,0.119761905,23052060,2010,1978,1
34,1,2,1,0.151515152,0.183333333,23053018,2006,1972,1
34,1,1,1,0.151515152,0.064285714,23053019,2006,1972,1
39,1,2,1,0.121212121,0.140047619,23053022,2011,1972,1
34,1,1,1,0.151515152,0.137333333,23061044,2014,1980,1
34,1,4,1,0.151515152,0.13652381,23061045,2014,1980,1
34,1,1,1,0.151515152,0.13647619,23061046,2014,1980,1
34,1,3,1,0.151515152,0.123047619,23061047,2014,1980,1
34,1,1,1,0.151515152,0.128428571,23061048,2014,1980,1
34,1,2,1,0.151515152,0.128619048,23061049,2014,1980,1
34,1,2,1,0.151515152,0.128857143,23061050,2014,1980,1
34,1,1,1,0.151515152,0.095380952,23061051,2014,1980,1
37,1,4,1,0.151515152,0.112285714,23070025,2014,1977,1
37,1,4,1,0.151515152,0.128,23070031,2014,1977,1
38,1,3,1,0.151515152,0.123,23070044,2014,1976,1
37,1,3,1,0.151515152,0.077619048,23070058,2014,1977,1
40,1,2,1,0.151515152,0.139047619,23080017,2013,1973,1
35,1,1,1,0.151515152,0.108904762,23080043,2013,1978,1
42,1,4,1,0.151515152,0.071666667,23081012,2013,1971,1
42,1,2,1,0.151515152,0.124666667,23081021,2013,1971,1
38,1,2,1,0.151515152,0.196380952,23081026,2013,1975,1
38,1,2,1,0.151515152,0.145714286,23090014,2013,1975,1
38,1,2,1,0.151515152,0.136904762,23090015,2013,1975,1
38,1,3,1,0.151515152,0.103619048,23090016,2013,1975,1
38,1,2,1,0.151515152,0.151,23090017,2013,1975,1
38,1,2,1,0.151515152,0.151714286,23090018,2013,1975,1
33,1,4,1,0.151515152,0.066714286,23090019,2005,1972,1
33,1,3,1,0.151515152,0.26047619,23090020,2005,1972,1
33,1,4,1,0.151515152,0.13412381,23091001,2005,1972,1
33,1,4,1,0.151515152,0.122680952,23091002,2005,1972,1
33,1,3,1,0.151515152,0.17047619,23091003,2005,1972,1
33,1,4,1,0.151515152,0.220190476,23091004,2005,1972,1
33,1,3,1,0.151515152,0.167142857,23091005,2005,1972,1
35,1,2,1,0.151515152,0.134714286,23091015,2006,1971,1
35,1,2,1,0.151515152,0.204952381,23091017,2006,1971,1
42,1,1,1,0.151515152,0.051095238,23091019,2013,1971,1
35,1,4,1,0.151515152,0.07447619,23091033,2006,1971,1
35,1,3,1,0.151515152,0.07752381,23091034,2006,1971,1
35,1,3,1,0.151515152,0.075238095,23091035,2006,1971,1
14,1,4,1,0.151515152,0.047619048,23091043,2005,1991,1
33,1,3,1,0.151515152,0.129571429,23091044,2005,1972,1
33,1,3,1,0.151515152,0.349714286,23091045,2005,1972,1
33,1,4,1,0.151515152,0.041809524,23091046,2005,1972,1
34,1,4,1,0.151515152,0.108333333,23091057,2005,1971,1
33,1,3,1,0.151515152,0.16947619,23091058,2005,1972,1
42,1,2,1,0.151515152,0.147761905,23091062,2013,1971,1
42,1,3,1,0.151515152,0.198428571,23092004,2013,1971,1
35,1,3,1,0.151515152,0.061428571,23092013,2006,1971,1
22,1,2,1,0.212121212,0.318952381,23100002,2011,1989,1
24,1,1,1,0.151515152,0.166095238,23101038,2011,1987,1
27,1,2,1,0.151515152,0.166761905,23101039,2014,1987,1
25,1,1,1,0.151515152,0.208761905,23101051,2011,1986,1
25,1,2,1,0.151515152,0.204047619,23101059,2011,1986,1
27,1,1,1,0.151515152,0.230095238,23101072,2011,1984,1
30,1,2,1,0.151515152,0.244714286,23101073,2014,1984,1
30,1,3,1,0.151515152,0.152095238,23101074,2014,1984,1
30,1,2,1,0.151515152,0.242380952,23101075,2014,1984,1
30,1,3,1,0.151515152,0.23752381,23101076,2014,1984,1
26,1,1,1,0.151515152,0.228333333,23101083,2011,1985,1
29,1,2,1,0.151515152,0.180571429,23101084,2014,1985,1
29,1,1,1,0.151515152,0.179380952,23101085,2014,1985,1
29,1,3,1,0.151515152,0.181285714,23101086,2014,1985,1
44,1,2,1,0.151515152,0.236047619,23104077,2014,1970,1
44,1,4,1,0.151515152,0.173761905,23105017,2014,1970,1
44,1,4,1,0.151515152,0.191047619,23105027,2014,1970,1
44,1,3,1,0.151515152,0.206571429,23105045,2014,1970,1
44,1,3,1,0.151515152,0.197619048,23105058,2014,1970,1
44,1,3,1,0.151515152,0.19452381,23105093,2014,1970,1
44,1,3,1,0.151515152,0.16752381,23106025,2014,1970,1
39,1,4,1,0.151515152,0.235380952,23106052,2014,1975,1
44,1,2,1,0.151515152,0.151428571,23106084,2014,1970,1
44,1,4,1,0.151515152,0.108714286,23106096,2014,1970,1
41,1,3,1,0.151515152,0.228380952,23106115,2010,1969,1
39,1,2,1,0.151515152,0.217761905,23107001,2014,1975,1
30,1,4,1,0.151515152,0.14252381,23107013,2010,1980,1
40,1,3,1,0.151515152,0.226142857,23107024,2010,1970,1
